ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
468	"ENSG00000011304"	"PTBP1"	chr19	+	804291	804702	804291	804438	804531	804702	468	28,26,38	981,1002,1070	37,40,48	636,689,756	242	149	2.03176650591e-05	0.0002027993995156321	0.017,0.016,0.021	0.035,0.035,0.038	-0.018
469	"ENSG00000011304"	"PTBP1"	chr19	+	804291	804702	804291	804438	804540	804702	469	158,116,148	0,3,8	107,125,139	5,3,3	251	149	0.886204703426	1.0	1.0,0.958,0.917	0.927,0.961,0.965	0.007
471	"ENSG00000090674"	"MCOLN1"	chr19	+	7527519	7527960	7527519	7527628	7527863	7527960	471	7,10,9	26,12,11	21,30,30	21,25,27	384	149	0.014617743805	0.05404982393425501	0.095,0.244,0.241	0.28,0.318,0.301	-0.106
472	"ENSG00000099860"	"GADD45B"	chr19	+	2476355	2476630	2476355	2476431	2476528	2476630	472	3,2,4	0,0,0	6,12,12	1,3,0	246	149	0.139716470755	0.33222943409230016	1.0,1.0,1.0	0.784,0.708,1.0	0.169
473	"ENSG00000130332"	"LSM7"	chr19	-	2328386	2328586	2328386	2328477	2328560	2328586	473	35,57,50	686,736,764	56,66,58	592,570,588	232	149	0.00114512202075	0.0065289305516397726	0.032,0.047,0.04	0.057,0.069,0.06	-0.022
475	"ENSG00000187244"	"BCAM"	chr19	+	44819581	44820822	44819581	44819726	44820704	44820822	475	35,33,28	17,14,16	29,39,76	5,21,9	1127	149	0.0456502126262	0.13775601452477193	0.214,0.238,0.188	0.434,0.197,0.528	-0.173
478	"ENSG00000126458"	"RRAS"	chr19	-	49636823	49637130	49636823	49636926	49637042	49637130	478	6,9,4	65,48,66	9,1,3	40,26,24	265	149	0.737365077621	1.0	0.049,0.095,0.033	0.112,0.021,0.066	-0.007
480	"ENSG00000126460"	"PRRG2"	chr19	+	49583206	49583717	49583206	49583304	49583541	49583717	480	0,2,0	0,1,0	1,2,0	0,0,0	386	149	1	1.0	NA,0.436,NA	1.0,1.0,NA	-0.564
481	"ENSG00000142546"	"NOSIP"	chr19	-	49556316	49556993	49556316	49556425	49556548	49556993	481	2,3,7	161,157,149	14,13,9	234,151,188	272	149	0.00270531185375	0.013316008509694246	0.007,0.01,0.025	0.032,0.045,0.026	-0.02
483	"ENSG00000142546"	"NOSIP"	chr19	-	49556548	49556993	49556548	49556657	49556874	49556993	483	103,88,105	1,2,0	155,110,131	3,1,0	366	149	1	1.0	0.977,0.947,1.0	0.955,0.978,1.0	-0.003
484	"ENSG00000142546"	"NOSIP"	chr19	-	49556548	49556993	49556548	49556736	49556874	49556993	484	2,4,11	148,174,182	29,21,29	257,216,206	287	149	4.26513093732e-07	6.962988163616121e-06	0.007,0.012,0.03	0.055,0.048,0.068	-0.041
485	"ENSG00000142546"	"NOSIP"	chr19	-	49557089	49558978	49557089	49557249	49558896	49558978	485	53,56,46	326,316,330	85,85,113	369,360,359	1796	149	0.000318258504801	0.002215738674497989	0.013,0.014,0.011	0.019,0.019,0.025	-0.008
486	"ENSG00000142546"	"NOSIP"	chr19	-	49557089	49558978	49557089	49558199	49558896	49558978	486	28,21,19	1,0,1	34,36,61	4,0,2	846	149	0.016517406509	0.06016941015814811	0.831,1.0,0.77	0.6,1.0,0.843	0.053
488	"ENSG00000104897"	"SF3A2"	chr19	+	2246752	2247022	2246752	2246802	2246881	2247022	488	54,74,66	691,790,699	39,70,80	357,586,644	228	149	0.0353055043089	0.11211359722733392	0.049,0.058,0.058	0.067,0.072,0.075	-0.016
489	"ENSG00000133246"	"PRAM1"	chr19	-	8490055	8490372	8490055	8490226	8490337	8490372	489	0,2,0	1,0,2	0,0,0	0,1,1	260	149	1	1.0	0.0,1.0,0.0	NA,0.0,0.0	0.333
491	"ENSG00000233927"	"RPS28"	chr19	+	8321655	8322091	8321655	8321703	8321952	8322091	491	154,175,197	14223,14469,15282	201,246,244	10863,9828,10461	398	149	1	1.0	0.004,0.005,0.005	0.007,0.009,0.009	-0.004
492	"ENSG00000090661"	"CERS4"	chr19	+	8255821	8256286	8255821	8255879	8256235	8256286	492	28,18,25	44,35,48	15,21,15	28,28,28	505	149	0.808108349558	1.0	0.158,0.132,0.133	0.136,0.181,0.136	-0.01
493	"ENSG00000161265"	"U2AF1L4"	chr19	-	35743154	35743345	35743154	35743205	35743295	35743345	493	11,9,5	2,1,0	17,6,15	0,2,2	239	149	0.793092503042	1.0	0.774,0.849,1.0	1.0,0.652,0.824	0.049
494	"ENSG00000161265"	"U2AF1L4"	chr19	-	35743154	35743345	35743154	35743208	35743295	35743345	494	9,9,5	0,2,0	16,6,15	0,3,1	236	149	0.503521664084	0.8573538560851095	1.0,0.74,1.0	1.0,0.558,0.904	0.093
495	"ENSG00000161265"	"U2AF1L4"	chr19	-	35742528	35743904	35742528	35742803	35743808	35743904	495	12,18,24	17,26,20	24,40,47	26,19,26	1154	149	0.015801447392	0.05784129040476265	0.084,0.082,0.134	0.106,0.214,0.189	-0.07
496	"ENSG00000161265"	"U2AF1L4"	chr19	-	35744069	35744421	35744069	35744145	35744322	35744421	496	27,33,36	36,43,51	30,48,37	40,51,39	326	149	0.371522380644	0.6939879465690604	0.255,0.26,0.244	0.255,0.301,0.302	-0.033
497	"ENSG00000161265"	"U2AF1L4"	chr19	-	35744322	35744738	35744322	35744421	35744625	35744738	497	43,33,33	19,22,21	20,31,34	16,25,26	353	149	0.179316141413	0.3978796867189375	0.489,0.388,0.399	0.345,0.344,0.356	0.077
498	"ENSG00000161265"	"U2AF1L4"	chr19	-	35744322	35745187	35744322	35744421	35745124	35745187	498	104,102,105	11,14,21	67,78,100	20,17,27	852	149	0.0177272638034	0.06359170037387435	0.623,0.56,0.466	0.369,0.445,0.393	0.147
499	"ENSG00000161265"	"U2AF1L4"	chr19	-	35744322	35745187	35744322	35744738	35745124	35745187	499	67,71,78	12,18,23	49,53,76	20,18,22	535	149	0.167395461566	0.37889270488592963	0.609,0.523,0.486	0.406,0.451,0.49	0.09
500	"ENSG00000115268"	"RPS15"	chr19	+	1438806	1440253	1438806	1438892	1439960	1440253	500	184,175,224	8,13,15	298,386,398	13,8,4	1217	149	0.00133063393187	0.007386652630458997	0.738,0.622,0.646	0.737,0.855,0.924	-0.17
501	"ENSG00000115268"	"RPS15"	chr19	+	1438806	1440253	1438806	1438892	1439967	1440253	501	184,175,224	17,9,13	298,392,402	13,18,21	1224	149	0.180627961178	0.40017840324569565	0.569,0.703,0.677	0.736,0.726,0.7	-0.071
502	"ENSG00000115268"	"RPS15"	chr19	+	1438806	1440253	1438806	1438892	1440018	1440253	502	198,195,229	17868,18858,18576	309,411,421	12683,11815,12697	1275	149	1	1.0	0.001,0.001,0.001	0.003,0.004,0.004	-0.003
503	"ENSG00000115268"	"RPS15"	chr19	+	1438806	1440253	1438806	1438892	1440025	1440253	503	870,844,937	57,64,66	821,865,845	40,34,46	1282	149	0.00543229060222	0.02388831596735424	0.64,0.605,0.623	0.705,0.747,0.681	-0.088
504	"ENSG00000115268"	"RPS15"	chr19	+	1440018	1440494	1440018	1440253	1440348	1440494	504	30,36,52	9991,9990,10451	42,64,65	7595,7275,7445	244	149	1	1.0	0.002,0.002,0.003	0.003,0.005,0.005	-0.002
507	"ENSG00000266964"	"FXYD1"	chr19	+	35142719	35143050	35142719	35142771	35142916	35143050	507	2,0,3	9,12,12	0,0,0	5,4,20	294	149	0.207806811702	0.44646133738773963	0.101,0.0,0.112	0.0,0.0,0.0	0.071
508	"ENSG00000104973"	"MED25"	chr19	+	49831935	49832157	49831935	49832021	49832099	49832157	508	3,2,4	147,128,149	4,12,6	87,127,100	227	149	0.00120019288741	0.00680169553512625	0.013,0.01,0.017	0.029,0.058,0.038	-0.028
509	"ENSG00000104973"	"MED25"	chr19	+	49836225	49836979	49836225	49836406	49836846	49836979	509	37,29,26	18,26,29	32,58,50	15,29,19	589	149	0.0237555518874	0.08115491761442234	0.342,0.22,0.185	0.351,0.336,0.4	-0.113
510	"ENSG00000105655"	"ISYNA1"	chr19	-	18436329	18437105	18436329	18436479	18436972	18437105	510	339,355,378	3,1,6	330,343,340	8,7,5	642	149	0.0323721618783	0.10453965871947121	0.963,0.988,0.936	0.905,0.919,0.94	0.041
511	"ENSG00000105655"	"ISYNA1"	chr19	-	18437598	18437988	18437598	18437760	18437859	18437988	511	106,161,175	321,324,330	87,125,122	203,254,266	248	149	0.847423713427	1.0	0.166,0.23,0.242	0.205,0.228,0.216	-0.004
512	"ENSG00000105655"	"ISYNA1"	chr19	-	18437859	18438162	18437859	18437988	18438092	18438162	512	63,51,51	312,356,403	66,65,83	188,263,267	253	149	2.45592427583e-06	3.259838818323912e-05	0.106,0.078,0.069	0.171,0.127,0.155	-0.067
513	"ENSG00000130511"	"SSBP4"	chr19	+	18432558	18432735	18432558	18432604	18432699	18432735	513	4,2,2	169,191,177	1,7,11	101,129,150	244	149	0.00525406438274	0.02324637774515064	0.014,0.006,0.007	0.006,0.032,0.043	-0.018
514	"ENSG00000248098"	"BCKDHA"	chr19	+	41410636	41411009	41410636	41410816	41410922	41411009	514	5,5,3	226,223,217	60,46,53	188,121,113	255	149	0	0.0	0.013,0.013,0.008	0.157,0.182,0.215	-0.173
517	"ENSG00000105364"	"MRPL4"	chr19	+	10252396	10252701	10252396	10252463	10252550	10252701	517	15,8,8	527,445,520	15,14,31	484,490,523	236	149	0.00385062732899	0.017942736685127112	0.018,0.011,0.01	0.019,0.018,0.036	-0.011
518	"ENSG00000130811"	"EIF3G"	chr19	-	10118867	10119171	10118867	10118956	10119066	10119171	518	34,57,41	24,36,25	52,54,53	35,27,32	259	149	0.671094223314	1.0	0.449,0.477,0.485	0.461,0.535,0.488	-0.024
519	"ENSG00000130811"	"EIF3G"	chr19	-	10118867	10119171	10118867	10118956	10119087	10119171	519	39,67,44	2127,2205,2221	56,62,58	1912,1915,1875	280	149	0.0328436743268	0.10579569891272907	0.01,0.016,0.01	0.015,0.017,0.016	-0.004
520	"ENSG00000267454"	"ZNF582-DT"	chr19	+	56398276	56399168	56398276	56398383	56398893	56399168	520	4,2,1	2,5,6	1,3,1	5,10,16	659	149	0.179530100617	0.39821501245020396	0.311,0.083,0.036	0.043,0.064,0.014	0.103
521	"ENSG00000013275"	"PSMC4"	chr19	+	39980069	39980454	39980069	39980146	39980285	39980454	521	29,34,40	252,286,308	77,86,91	488,413,504	288	149	0.00532647543109	0.023511468677057678	0.056,0.058,0.063	0.075,0.097,0.085	-0.027
522	"ENSG00000013275"	"PSMC4"	chr19	+	39980285	39980717	39980285	39980454	39980661	39980717	522	14,16,14	216,197,223	16,14,27	355,363,343	356	149	0.311950798072	0.6115503272440407	0.026,0.033,0.026	0.019,0.016,0.032	0.006
524	"ENSG00000108107"	"RPL28"	chr19	+	55386569	55388048	55386569	55386674	55387929	55388048	524	1389,1482,1523	12,14,12	1113,1110,1115	5,3,7	1404	149	0.0167900096223	0.060999772367336065	0.925,0.918,0.931	0.959,0.975,0.944	-0.035
525	"ENSG00000108107"	"RPL28"	chr19	+	55386569	55388048	55386569	55386693	55387929	55388048	525	406,501,573	8867,8678,8837	397,423,381	6356,5914,6219	1385	149	1	1.0	0.005,0.006,0.007	0.007,0.008,0.007	-0.001
526	"ENSG00000133247"	"KMT5C"	chr19	+	55341793	55342380	55341793	55342046	55342214	55342380	526	17,22,20	33,35,41	19,8,12	38,25,31	317	149	0.273867952245	0.5558603583052508	0.195,0.228,0.187	0.19,0.131,0.154	0.045
528	"ENSG00000271109"	"LINC03049"	chr19	-	34860173	34860715	34860173	34860302	34860533	34860715	528	11,9,5	6,6,11	8,4,6	0,5,2	380	149	0.144186409692	0.34027811832611854	0.418,0.37,0.151	1.0,0.239,0.541	-0.28
529	"ENSG00000127445"	"PIN1"	chr19	+	9849089	9849682	9849089	9849201	9849532	9849682	529	1146,1200,1260	0,0,0	1113,1069,1125	2,1,0	480	149	1	1.0	1.0,1.0,1.0	0.994,0.997,1.0	0.003
530	"ENSG00000127445"	"PIN1"	chr19	+	9849089	9849682	9849089	9849311	9849532	9849682	530	735,793,793	1,2,1	717,691,730	3,2,2	370	149	1	1.0	0.997,0.994,0.997	0.99,0.993,0.993	0.004
531	"ENSG00000105518"	"TMEM205"	chr19	-	11345519	11346268	11345519	11345628	11346207	11346268	531	234,259,252	12,16,9	399,432,410	12,5,11	728	149	0.00308262189544	0.014890765330604261	0.8,0.768,0.851	0.872,0.946,0.884	-0.094
533	"ENSG00000125755"	"SYMPK"	chr19	-	45827836	45829205	45827836	45827918	45828969	45829205	533	75,74,53	158,161,151	57,72,62	87,97,118	1200	149	0.0100278501402	0.0398677232726599	0.056,0.054,0.042	0.075,0.084,0.061	-0.023
534	"ENSG00000125755"	"SYMPK"	chr19	-	45827836	45829205	45827836	45827918	45829054	45829205	534	195,208,165	1,1,1	118,155,129	2,0,0	1285	149	0.321858130061	0.6252721442537652	0.958,0.96,0.95	0.872,1.0,1.0	-0.001
535	"ENSG00000125755"	"SYMPK"	chr19	-	45854174	45854507	45854174	45854240	45854390	45854507	535	9,7,9	337,335,274	2,12,6	189,251,224	299	149	0.816905127542	1.0	0.013,0.01,0.016	0.005,0.023,0.013	-0.001
536	"ENSG00000125731"	"SH2D3A"	chr19	-	6754051	6754425	6754051	6754163	6754250	6754425	536	0,3,5	3,13,6	3,5,2	2,4,4	236	149	0.106926408602	0.270133652614519	0.0,0.127,0.345	0.486,0.441,0.24	-0.232
537	"ENSG00000125731"	"SH2D3A"	chr19	-	6754250	6754731	6754250	6754425	6754615	6754731	537	1,2,4	2,2,4	2,6,3	2,2,3	339	149	0.352311940638	0.6653700540129456	0.18,0.305,0.305	0.305,0.569,0.305	-0.13
538	"ENSG00000205744"	"DENND1C"	chr19	-	6471264	6471496	6471264	6471305	6471405	6471496	538	5,10,9	12,12,11	2,1,4	1,4,2	249	149	0.869890793161	1.0	0.2,0.333,0.329	0.545,0.13,0.545	-0.119
539	"ENSG00000205744"	"DENND1C"	chr19	-	6475483	6475751	6475483	6475585	6475705	6475751	539	1,9,6	3,9,9	0,0,0	3,3,0	269	149	1	1.0	0.156,0.356,0.27	0.0,0.0,NA	0.261
541	"ENSG00000105193"	"RPS16"	chr19	-	39433222	39433569	39433222	39433418	39433521	39433569	541	21,24,38	7680,7980,8328	82,67,100	6627,5642,5738	252	149	1	1.0	0.002,0.002,0.003	0.007,0.007,0.01	-0.006
542	"ENSG00000105193"	"RPS16"	chr19	-	39433521	39433761	39433521	39433569	39433664	39433761	542	92,127,118	10944,11142,11763	125,156,141	9589,7936,7867	244	149	0.534006242805	0.8932942839187441	0.005,0.007,0.006	0.008,0.012,0.011	-0.004
543	"ENSG00000105193"	"RPS16"	chr19	-	39433664	39435708	39433664	39433761	39435606	39435708	543	666,774,789	12415,12249,12916	974,1049,1098	10674,8739,8637	1994	149	1	1.0	0.004,0.005,0.005	0.007,0.009,0.009	-0.004
544	"ENSG00000105193"	"RPS16"	chr19	-	39433664	39435708	39433664	39433761	39435657	39435708	544	12420,12173,13365	628,493,565	10470,9571,9271	481,415,413	2045	149	0.940081650147	1.0	0.59,0.643,0.633	0.613,0.627,0.621	0.002
545	"ENSG00000006712"	"PAF1"	chr19	-	39389479	39389761	39389479	39389546	39389639	39389761	545	5,1,0	137,116,139	29,21,13	136,144,125	242	149	8.69637695189e-13	4.0152719595045483e-11	0.022,0.005,0.0	0.116,0.082,0.06	-0.077
546	"ENSG00000006712"	"PAF1"	chr19	-	39390068	39390289	39390068	39390161	39390259	39390289	546	5,3,3	139,104,153	12,12,8	199,184,206	247	149	0.0240964270661	0.08205869235270073	0.021,0.017,0.012	0.035,0.038,0.023	-0.015
547	"ENSG00000130755"	"GMFG"	chr19	-	39328358	39329073	39328358	39328548	39328999	39329073	547	0,1,1	0,0,1	2,4,1	2,4,0	600	149	1	1.0	NA,1.0,0.199	0.199,0.199,1.0	0.134
549	"ENSG00000130726"	"TRIM28"	chr19	+	58548739	58548910	58548739	58548776	58548861	58548910	549	149,123,130	789,678,744	157,225,200	625,770,699	234	149	0.000102118002176	0.0008272767323752163	0.107,0.104,0.1	0.138,0.157,0.154	-0.046
550	"ENSG00000130726"	"TRIM28"	chr19	+	58548739	58548910	58548739	58548776	58548885	58548910	550	375,353,357	9,5,12	381,462,447	9,8,12	258	149	0.85935622247	1.0	0.96,0.976,0.945	0.961,0.971,0.956	-0.002
551	"ENSG00000130726"	"TRIM28"	chr19	+	58549736	58550035	58549736	58549860	58549948	58550035	551	24,29,37	1457,1340,1370	61,97,90	1134,1463,1434	237	149	4.10338429901e-13	2.0317151469966617e-11	0.01,0.013,0.017	0.033,0.04,0.038	-0.024
554	"ENSG00000099326"	"MZF1"	chr19	-	58570343	58571429	58570343	58570527	58570993	58571429	554	63,65,113	12,24,18	40,38,48	7,3,8	615	149	0.162160620373	0.36993659561297304	0.56,0.396,0.603	0.581,0.754,0.592	-0.123
555	"ENSG00000269858"	"EGLN2"	chr19	+	40807137	40807551	40807137	40807274	40807483	40807551	555	8,11,13	150,136,147	34,24,39	177,169,151	358	149	4.342280429e-06	5.3661744677592777e-05	0.022,0.033,0.036	0.074,0.056,0.097	-0.045
557	"ENSG00000161249"	"DMKN"	chr19	-	35498715	35499282	35498715	35498763	35498873	35499282	557	13,25,16	187,191,199	21,17,22	246,237,197	259	149	0.828888568818	1.0	0.038,0.07,0.044	0.047,0.04,0.06	0.002
558	"ENSG00000161249"	"DMKN"	chr19	-	35499957	35500580	35499957	35500029	35500532	35500580	558	150,161,193	198,178,183	101,129,98	247,213,215	652	149	4.00597819916e-07	6.597476056133803e-06	0.148,0.171,0.194	0.085,0.122,0.094	0.071
559	"ENSG00000161249"	"DMKN"	chr19	-	35500377	35500580	35500377	35500419	35500532	35500580	559	57,62,79	23,22,16	44,40,41	6,12,8	262	149	0.151266256085	0.35311099357807385	0.585,0.616,0.737	0.807,0.655,0.745	-0.09
560	"ENSG00000161249"	"DMKN"	chr19	-	35510183	35510427	35510183	35510252	35510370	35510427	560	341,274,374	305,276,295	413,339,350	275,242,255	267	149	0.023625162279	0.08092989135719345	0.384,0.357,0.414	0.456,0.439,0.434	-0.058
561	"ENSG00000161249"	"DMKN"	chr19	-	35510183	35510510	35510183	35510252	35510378	35510510	561	343,282,377	205,150,190	417,341,353	189,186,197	275	149	0.639257177895	0.9975221896823078	0.475,0.505,0.518	0.545,0.498,0.493	-0.013
562	"ENSG00000126249"	"PDCD2L"	chr19	+	34404648	34404990	34404648	34404815	34404929	34404990	562	26,22,26	108,99,127	27,33,34	174,121,123	263	149	0.888779168268	1.0	0.12,0.112,0.104	0.081,0.134,0.135	-0.005
565	"ENSG00000064607"	"SUGP2"	chr19	-	18994365	18995280	18994365	18994486	18995143	18995280	565	246,221,238	174,165,205	181,220,233	181,167,157	806	149	0.759213113212	1.0	0.207,0.198,0.177	0.156,0.196,0.215	0.005
566	"ENSG00000064607"	"SUGP2"	chr19	-	19004167	19004646	19004167	19004273	19004429	19004646	566	575,600,613	10,4,2	482,497,490	2,2,1	305	149	0.223507884157	0.4733034147905408	0.966,0.987,0.993	0.992,0.992,0.996	-0.011
568	"ENSG00000064545"	"TMEM161A"	chr19	-	19121307	19121668	19121307	19121421	19121524	19121668	568	36,33,47	341,286,301	47,62,62	225,228,231	252	149	5.58032914333e-06	6.676928391568747e-05	0.059,0.064,0.085	0.11,0.139,0.137	-0.059
569	"ENSG00000064545"	"TMEM161A"	chr19	-	19132351	19132754	19132351	19132433	19132656	19132754	569	151,149,149	5,7,9	180,140,126	11,8,13	372	149	0.129110076644	0.3115563932667073	0.924,0.895,0.869	0.868,0.875,0.795	0.05
570	"ENSG00000064545"	"TMEM161A"	chr19	-	19132351	19132754	19132351	19132508	19132656	19132754	570	12,16,11	295,264,285	19,19,18	245,238,247	297	149	0.0243439642129	0.0827251880002754	0.02,0.03,0.019	0.037,0.039,0.035	-0.014
573	"ENSG00000105135"	"ILVBL"	chr19	-	15116000	15116321	15116000	15116071	15116151	15116321	573	13,11,14	164,137,111	24,38,31	85,89,70	229	149	2.77287082184e-11	1.0812759484542922e-09	0.049,0.05,0.076	0.155,0.217,0.224	-0.14
574	"ENSG00000105135"	"ILVBL"	chr19	-	15116407	15118015	15116407	15116522	15117880	15118015	574	50,56,85	160,144,136	57,64,79	109,125,89	1507	149	0.0168410566432	0.061067622137310595	0.03,0.037,0.058	0.049,0.048,0.081	-0.018
575	"ENSG00000105135"	"ILVBL"	chr19	-	15122692	15123030	15122692	15122804	15122891	15123030	575	9,5,9	163,166,169	10,8,13	138,101,110	236	149	0.0256298773006	0.08634308709235256	0.034,0.019,0.033	0.044,0.048,0.069	-0.025
580	"ENSG00000123146"	"ADGRE5"	chr19	+	14397732	14397935	14397732	14397804	14397888	14397935	580	1,0,0	19,28,20	1,0,1	26,16,11	233	149	1	1.0	0.033,0.0,0.0	0.024,0.0,0.055	-0.015
581	"ENSG00000105401"	"CDC37"	chr19	-	10395227	10395543	10395227	10395343	10395434	10395543	581	269,368,372	776,694,700	403,509,463	719,642,689	240	149	0.000177130063161	0.001337974449767691	0.177,0.248,0.248	0.258,0.33,0.294	-0.07
582	"ENSG00000160633"	"SAFB"	chr19	+	5667352	5667886	5667352	5667450	5667819	5667886	582	87,111,91	441,439,478	55,92,98	433,548,564	518	149	0.0164460802578	0.05993859565142992	0.054,0.068,0.052	0.035,0.046,0.048	0.015
583	"ENSG00000031823"	"RANBP3"	chr19	-	5924826	5925737	5924826	5924905	5925633	5925737	583	4,10,13	177,180,167	19,13,15	173,164,178	877	149	0.0766877366931	0.20903727140611034	0.004,0.009,0.013	0.018,0.013,0.014	-0.006
584	"ENSG00000125912"	"NCLN"	chr19	+	3207628	3209575	3207628	3207747	3209477	3209575	584	1680,1509,1663	0,0,0	1461,1857,1824	0,1,3	1879	149	1	1.0	1.0,1.0,1.0	1.0,0.993,0.98	0.009
585	"ENSG00000064932"	"SBNO2"	chr19	-	1109134	1109598	1109134	1109211	1109505	1109598	585	10,21,12	0,0,0	9,17,17	0,0,1	443	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.851	0.05
586	"ENSG00000171456"	"ASXL1"	chr20	+	32428127	32428422	32428127	32428248	32428324	32428422	586	4,3,6	86,59,73	7,7,6	45,83,67	225	149	0.119420746568	0.29409703490535605	0.03,0.033,0.052	0.093,0.053,0.056	-0.029
587	"ENSG00000087460"	"GNAS"	chr20	+	58893099	58895684	58893099	58895164	58895611	58895684	587	165,189,152	0,0,0	102,164,155	0,0,1	596	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.975	0.008
588	"ENSG00000087460"	"GNAS"	chr20	+	58903671	58905480	58903671	58903791	58905382	58905480	588	157,181,164	4735,4664,4574	101,112,141	2674,3464,3402	1740	149	1	1.0	0.003,0.003,0.003	0.003,0.003,0.004	-0.0
589	"ENSG00000087460"	"GNAS"	chr20	+	58903671	58909216	58903671	58905480	58909161	58909216	589	175,196,189	4267,4245,3957	198,198,217	2205,2986,2921	3830	149	1	1.0	0.002,0.002,0.002	0.003,0.003,0.003	-0.001
591	"ENSG00000087460"	"GNAS"	chr20	+	58905382	58909423	58905382	58909216	58909349	58909423	591	114,109,103	4193,4011,3740	62,99,112	2040,2856,2804	282	149	0.0359699949548	0.11364827121319261	0.014,0.014,0.014	0.016,0.018,0.021	-0.004
592	"ENSG00000087460"	"GNAS"	chr20	+	58905382	58909579	58905382	58909423	58909520	58909579	592	11,14,12	3649,3432,3404	15,29,40	1996,2605,2753	246	149	1	1.0	0.002,0.002,0.002	0.005,0.007,0.009	-0.005
594	"ENSG00000087460"	"GNAS"	chr20	+	58909950	58910401	58909950	58910081	58910333	58910401	594	50,50,49	2817,2589,2492	49,58,49	1466,1903,1915	401	149	0.616728061512	0.9771569244082762	0.007,0.007,0.007	0.012,0.011,0.009	-0.004
599	"ENSG00000064601"	"CTSA"	chr20	+	45891568	45892027	45891568	45891762	45891915	45892027	599	8,9,7	84,75,65	6,6,9	55,65,65	302	149	0.917121746752	1.0	0.045,0.056,0.05	0.051,0.044,0.064	-0.003
600	"ENSG00000064601"	"CTSA"	chr20	+	45892272	45892484	45892272	45892323	45892397	45892484	600	6,6,4	64,62,67	3,11,10	58,54,63	223	149	0.133895389945	0.32102475461168206	0.059,0.061,0.038	0.033,0.12,0.096	-0.03
601	"ENSG00000064601"	"CTSA"	chr20	+	45892724	45893311	45892724	45892880	45893219	45893311	601	14,8,4	92,59,89	22,12,12	86,65,68	488	149	0.0114381083202	0.04432708713585232	0.044,0.04,0.014	0.072,0.053,0.051	-0.026
602	"ENSG00000064601"	"CTSA"	chr20	+	45892724	45893311	45892724	45892887	45893219	45893311	602	14,8,3	0,0,0	21,12,12	0,1,1	481	149	1	1.0	1.0,1.0,1.0	1.0,0.788,0.788	0.141
603	"ENSG00000064601"	"CTSA"	chr20	+	45892724	45894072	45892724	45892880	45893987	45894072	603	15,9,5	0,0,0	24,12,10	0,9,0	1256	149	0.00630957168784	0.027072882852157264	1.0,1.0,1.0	1.0,0.137,1.0	0.288
604	"ENSG00000064601"	"CTSA"	chr20	+	45892724	45894072	45892724	45893311	45893987	45894072	604	8,3,1	86,48,65	4,2,1	72,55,64	825	149	1	1.0	0.017,0.011,0.003	0.01,0.007,0.003	0.004
605	"ENSG00000064601"	"CTSA"	chr20	+	45892724	45894741	45892724	45894072	45894649	45894741	605	2,0,2	87,54,51	5,1,5	72,64,54	726	149	0.897953639268	1.0	0.005,0.0,0.008	0.014,0.003,0.019	-0.008
607	"ENSG00000064601"	"CTSA"	chr20	+	45894993	45897040	45894993	45895133	45896964	45897040	607	57,50,55	69,51,85	56,93,94	64,60,56	1980	149	0.0014256140844	0.007814400290746103	0.059,0.069,0.046	0.062,0.104,0.112	-0.035
608	"ENSG00000064601"	"CTSA"	chr20	+	45894993	45897806	45894993	45895133	45897716	45897806	608	91,81,90	1,1,0	84,142,133	0,0,0	2732	149	1	1.0	0.832,0.815,1.0	1.0,1.0,1.0	-0.118
609	"ENSG00000064601"	"CTSA"	chr20	+	45894993	45897806	45894993	45897040	45897716	45897806	609	37,32,37	54,54,68	29,52,49	44,50,57	825	149	0.0624382973535	0.17759282913168592	0.11,0.097,0.089	0.106,0.158,0.134	-0.034
610	"ENSG00000064601"	"CTSA"	chr20	+	45894993	45898109	45894993	45895133	45898004	45898109	610	106,96,118	0,0,0	108,179,162	0,0,2	3020	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.8	0.067
612	"ENSG00000064601"	"CTSA"	chr20	+	45894993	45898109	45894993	45897806	45898004	45898109	612	16,18,30	98,78,63	29,41,35	66,84,82	347	149	0.0104822481696	0.04128173716609607	0.066,0.09,0.17	0.159,0.173,0.155	-0.054
618	"ENSG00000291067"	NA	chr20	-	58245782	58247506	58245782	58246252	58247321	58247506	618	18,26,27	11,6,9	27,40,34	16,7,14	1218	149	0.936617877205	1.0	0.167,0.346,0.268	0.171,0.411,0.229	-0.01
619	"ENSG00000185513"	"L3MBTL1"	chr20	+	43515008	43516177	43515008	43515159	43515918	43516177	619	12,31,14	1,0,0	9,6,7	0,0,0	908	149	1	1.0	0.663,1.0,1.0	1.0,1.0,1.0	-0.112
621	"ENSG00000185513"	"L3MBTL1"	chr20	+	43528656	43529368	43528656	43528745	43529202	43529368	621	6,7,5	6,6,4	0,12,11	0,5,4	606	149	1	1.0	0.197,0.223,0.235	NA,0.371,0.403	-0.169
