ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4582	"ENSG00000087266"	"SH3BP2"	chr4	+	2831922	2832412	2832330	2832412	2831570	2831679	4582	40,34,26	3,3,2	22,39,28	7,12,5	557	149	0.00208763631246	0.03221529729109828	0.781,0.752,0.777	0.457,0.465,0.6	0.263
4583	"ENSG00000161013"	"MGAT4B"	chr5	-	179798512	179798591	179798512	179798576	179798927	179799121	4583	278,223,238	2,2,7	161,189,231	2,1,3	164	149	0.714593784614	1.0	0.992,0.99,0.969	0.987,0.994,0.986	-0.005
4584	"ENSG00000161013"	"MGAT4B"	chr5	-	179798512	179798591	179798512	179798576	179799064	179799121	4584	30,24,24	9,13,11	17,16,22	5,1,5	164	149	0.0324873567905	0.2541779070645912	0.752,0.626,0.665	0.755,0.936,0.8	-0.149
4585	"ENSG00000161013"	"MGAT4B"	chr5	-	179798927	179799175	179798927	179799121	179799505	179799636	4585	9,6,9	0,0,1	8,8,14	2,0,1	203	149	0.779337570196	1.0	1.0,1.0,0.869	0.746,1.0,0.911	0.071
4586	"ENSG00000161013"	"MGAT4B"	chr5	-	179799202	179799310	179799202	179799307	179799505	179799636	4586	330,286,273	1,2,5	130,184,200	1,3,5	152	149	0.792354022501	1.0	0.997,0.993,0.982	0.992,0.984,0.975	0.007
4587	"ENSG00000161013"	"MGAT4B"	chr5	-	179799202	179799310	179799202	179799250	179799953	179800068	4587	147,125,133	17,4,15	59,115,90	9,8,12	209	149	0.487586301289	1.0	0.86,0.957,0.863	0.824,0.911,0.842	0.034
4588	"ENSG00000161013"	"MGAT4B"	chr5	-	179799505	179800068	179799505	179799636	179800183	179800259	4588	294,221,236	0,0,0	134,198,191	0,2,0	581	149	1	1.0	1.0,1.0,1.0	1.0,0.962,1.0	0.013
4589	"ENSG00000161013"	"MGAT4B"	chr5	-	179801553	179801694	179801553	179801692	179801783	179801969	4589	235,214,227	4,2,1	100,143,166	3,1,4	151	149	0.836388311794	1.0	0.983,0.991,0.996	0.97,0.993,0.976	0.01
4590	"ENSG00000161013"	"MGAT4B"	chr5	-	179801553	179801719	179801553	179801692	179801783	179801969	4590	8,3,9	4,2,1	4,6,4	3,1,4	176	149	0.458432210959	1.0	0.629,0.559,0.884	0.53,0.836,0.458	0.083
4591	"ENSG00000161013"	"MGAT4B"	chr5	-	179801553	179801719	179801553	179801694	179801783	179801969	4591	5,3,8	232,214,226	4,5,3	100,142,165	174	149	0.792684730922	1.0	0.018,0.012,0.029	0.033,0.029,0.015	-0.006
4592	"ENSG00000127419"	"TMEM175"	chr4	+	948410	948615	948510	948615	948115	948154	4592	34,20,17	0,1,0	22,14,23	0,0,1	249	149	1	1.0	1.0,0.923,1.0	1.0,1.0,0.932	-0.003
4594	"ENSG00000127419"	"TMEM175"	chr4	+	950420	950518	950423	950518	948410	948615	4594	25,18,14	0,1,1	18,14,27	0,1,2	152	149	1	1.0	1.0,0.946,0.932	1.0,0.932,0.93	0.005
4595	"ENSG00000127419"	"TMEM175"	chr4	+	951645	951717	951681	951717	951206	951258	4595	12,8,12	50,41,42	17,20,15	33,47,39	185	149	0.0209938572339	0.1837785966445697	0.162,0.136,0.187	0.293,0.255,0.237	-0.1
4596	"ENSG00000178950"	"GAK"	chr4	-	849891	850409	849891	850068	850935	851084	4596	8,14,10	94,100,91	28,17,14	96,82,108	490	149	0.00994226871104	0.10550349409983488	0.025,0.041,0.032	0.081,0.059,0.038	-0.027
4597	"ENSG00000178950"	"GAK"	chr4	-	850935	851974	850935	851084	865121	865244	4597	119,100,104	0,0,0	113,138,93	2,1,2	1039	149	0.0321022705328	0.25250652786438327	1.0,1.0,1.0	0.89,0.952,0.87	0.096
4599	"ENSG00000008311"	"AASS"	chr7	-	122077837	122079327	122077837	122078014	122079596	122079712	4599	8,11,1	4,0,2	5,11,16	5,6,5	1462	149	0.840698193191	1.0	0.169,1.0,0.048	0.092,0.157,0.246	0.241
4600	"ENSG00000008311"	"AASS"	chr7	-	122079148	122079351	122079148	122079327	122079596	122079712	4600	0,0,0	0,1,0	0,0,1	2,0,1	173	149	1	1.0	NA,0.0,NA	0.0,NA,0.463	-0.232
4601	"ENSG00000008311"	"AASS"	chr7	-	122079596	122079712	122079596	122079690	122081499	122081595	4601	62,44,61	0,0,0	47,50,40	0,1,0	171	149	1	1.0	1.0,1.0,1.0	1.0,0.978,1.0	0.007
4602	"ENSG00000008311"	"AASS"	chr7	-	122086011	122086179	122086011	122086115	122091702	122091843	4602	38,44,35	0,0,0	33,42,31	1,0,0	213	149	1	1.0	1.0,1.0,1.0	0.958,1.0,1.0	0.014
4603	"ENSG00000008311"	"AASS"	chr7	-	122092842	122092982	122092842	122092951	122093047	122093158	4603	0,1,2	28,24,27	3,1,2	25,30,20	180	149	0.114635773313	0.6031036391519171	0.0,0.033,0.058	0.09,0.027,0.076	-0.034
4604	"ENSG00000008311"	"AASS"	chr7	-	122133516	122133741	122133516	122133734	122144160	122144254	4604	30,38,35	2,2,1	23,33,17	1,1,0	156	149	1	1.0	0.935,0.948,0.971	0.956,0.969,1.0	-0.024
4610	"ENSG00000073331"	"ALPK1"	chr4	+	112377677	112377898	112377729	112377898	112315800	112315852	4610	5,8,4	1,5,0	8,0,3	2,0,0	201	149	1	1.0	0.788,0.543,1.0	0.748,NA,1.0	-0.097
4611	"ENSG00000073331"	"ALPK1"	chr4	+	112411722	112412025	112411826	112412025	112382503	112382552	4611	1,1,0	7,3,1	0,0,1	4,2,6	253	149	1	1.0	0.078,0.164,0.0	0.0,0.0,0.089	0.051
4612	"ENSG00000073331"	"ALPK1"	chr4	+	112423725	112424003	112423943	112424003	112411826	112412025	4612	3,2,0	4,6,5	1,2,0	10,2,0	367	149	1	1.0	0.233,0.119,0.0	0.039,0.289,NA	-0.047
4613	"ENSG00000073331"	"ALPK1"	chr4	+	112425664	112426543	112426466	112426543	112411826	112412025	4613	1,13,8	0,0,0	4,7,2	0,1,0	951	149	1	1.0	1.0,1.0,1.0	1.0,0.523,1.0	0.159
4614	"ENSG00000153234"	"NR4A2"	chr2	-	156326149	156326274	156326149	156326207	156326717	156326920	4614	5,9,3	5,0,0	2,1,3	0,0,1	216	149	0.0471517329077	0.3294127890076318	0.408,1.0,1.0	1.0,1.0,0.674	-0.089
4615	"ENSG00000153234"	"NR4A2"	chr2	-	156326149	156326328	156326149	156326207	156326717	156326920	4615	19,17,14	5,0,0	5,4,7	0,0,1	270	149	0.0554174652056	0.36603149448259537	0.677,1.0,1.0	1.0,1.0,0.794	-0.039
4617	"ENSG00000153234"	"NR4A2"	chr2	-	156329322	156330171	156329322	156330010	156330667	156330791	4617	4,9,7	0,1,1	2,8,6	0,0,0	310	149	1	1.0	1.0,0.812,0.771	1.0,1.0,1.0	-0.139
4618	"ENSG00000153234"	"NR4A2"	chr2	-	156329322	156330188	156329322	156330010	156330667	156330791	4618	8,20,12	0,1,1	4,9,13	0,0,0	327	149	1	1.0	1.0,0.901,0.845	1.0,1.0,1.0	-0.085
4619	"ENSG00000153234"	"NR4A2"	chr2	-	156329322	156330188	156329322	156330171	156330667	156330791	4619	4,11,5	0,0,0	3,1,7	1,0,0	166	149	1	1.0	1.0,1.0,1.0	0.729,1.0,1.0	0.09
4622	"ENSG00000148154"	"UGCG"	chr9	+	111922816	111922951	111922848	111922951	111914604	111914746	4622	2,0,0	27,29,27	1,1,0	18,15,16	181	149	1	1.0	0.057,0.0,0.0	0.044,0.052,0.0	-0.013
4623	"ENSG00000163104"	"SMARCAD1"	chr4	+	94278922	94279050	94278928	94279050	94278615	94278733	4623	21,22,14	21,17,30	20,12,12	20,22,30	155	149	0.347364847522	1.0	0.49,0.554,0.31	0.49,0.344,0.278	0.081
4624	"ENSG00000185000"	"DGAT1"	chr8	-	144317021	144317252	144317021	144317109	144317332	144317445	4624	104,125,133	0,0,0	115,102,111	0,2,0	292	149	1	1.0	1.0,1.0,1.0	1.0,0.963,1.0	0.012
4625	"ENSG00000185000"	"DGAT1"	chr8	-	144318094	144318362	144318094	144318169	144318460	144318566	4625	52,71,63	1,6,2	64,61,64	0,3,0	342	149	0.011490133244	0.11809851479445144	0.958,0.838,0.932	1.0,0.899,1.0	-0.057
4627	"ENSG00000070756"	"PABPC1"	chr8	-	100704925	100705056	100704925	100705029	100705588	100705673	4627	3508,3257,3135	4,2,0	1462,1848,1810	0,0,0	176	149	1	1.0	0.999,0.999,1.0	1.0,1.0,1.0	-0.001
4628	"ENSG00000070756"	"PABPC1"	chr8	-	100709458	100709731	100709458	100709673	100712361	100712457	4628	5074,5003,4770	0,2,0	2078,2685,2715	0,1,0	207	149	1	1.0	1.0,0.999,1.0	1.0,0.999,1.0	0.0
4629	"ENSG00000070756"	"PABPC1"	chr8	-	100712651	100713181	100712651	100712789	100715461	100715601	4629	2598,2581,2301	0,0,0	1020,1308,1320	1,0,1	541	149	1	1.0	1.0,1.0,1.0	0.996,1.0,0.997	0.002
4630	"ENSG00000138760"	"SCARB2"	chr4	-	76179516	76179705	76179516	76179695	76180953	76181101	4630	98,125,112	0,0,0	64,78,75	0,0,1	159	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.986	0.005
4631	"ENSG00000138760"	"SCARB2"	chr4	-	76179516	76179771	76179516	76179695	76180953	76181101	4631	14,14,19	0,0,0	8,10,14	0,0,1	225	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.903	0.032
4632	"ENSG00000138760"	"SCARB2"	chr4	-	76179516	76179771	76179516	76179705	76180953	76181101	4632	3,0,4	87,111,97	0,0,2	56,68,63	215	149	0.642109043863	1.0	0.023,0.0,0.028	0.0,0.0,0.022	0.01
4633	"ENSG00000138760"	"SCARB2"	chr4	-	76180953	76181101	76180953	76181092	76195706	76195864	4633	165,169,142	0,4,3	122,94,92	1,1,1	158	149	0.684489354451	1.0	1.0,0.976,0.978	0.991,0.989,0.989	-0.005
4635	"ENSG00000174720"	"LARP7"	chr4	+	112647198	112647549	112647201	112647549	112647033	112647127	4635	85,81,68	5,5,5	50,40,47	0,2,0	152	149	0.00136833518467	0.022807737881582815	0.943,0.941,0.93	1.0,0.951,1.0	-0.046
4636	"ENSG00000174720"	"LARP7"	chr4	+	112647650	112647834	112647689	112647834	112647198	112647549	4636	18,20,15	52,70,84	8,11,6	79,64,57	188	149	0.00473770628245	0.05894885481250288	0.215,0.185,0.124	0.074,0.12,0.077	0.084
4637	"ENSG00000174720"	"LARP7"	chr4	+	112647650	112647834	112647695	112647834	112647198	112647549	4637	19,26,18	1,1,1	10,12,12	0,0,2	194	149	0.208766414406	0.8845454672733838	0.936,0.952,0.933	1.0,1.0,0.822	-0.0
4638	"ENSG00000174720"	"LARP7"	chr4	+	112647689	112647834	112647695	112647834	112647198	112647549	4638	53,76,87	1,1,1	81,65,63	0,0,2	155	149	1	1.0	0.981,0.986,0.988	1.0,1.0,0.968	-0.004
4639	"ENSG00000174720"	"LARP7"	chr4	+	112650460	112650582	112650463	112650582	112649534	112649686	4639	171,181,170	1,1,3	186,141,155	4,3,0	152	149	0.751567308196	1.0	0.994,0.994,0.982	0.979,0.979,1.0	0.004
4640	"ENSG00000120549"	"KIAA1217"	chr10	+	24531829	24531993	24531832	24531993	24527935	24528119	4640	7,3,4	0,0,0	4,9,3	0,1,0	152	149	1	1.0	1.0,1.0,1.0	1.0,0.898,1.0	0.034
4641	"ENSG00000171462"	"DLK2"	chr6	-	43451939	43452084	43451939	43451991	43453022	43453135	4641	19,22,33	0,1,0	14,10,14	0,0,1	242	149	1	1.0	1.0,0.931,1.0	1.0,1.0,0.896	0.012
4642	"ENSG00000170571"	"EMB"	chr5	-	50411196	50411383	50411196	50411221	50428143	50428227	4642	66,66,56	0,0,1	46,52,54	0,0,0	311	149	1	1.0	1.0,1.0,0.964	1.0,1.0,1.0	-0.012
4643	"ENSG00000258315"	"C17orf49"	chr17	+	7016909	7017014	7016949	7017014	7016494	7016525	4643	152,155,134	5,2,5	101,98,103	0,2,1	189	149	0.0321799497109	0.25250652786438327	0.96,0.984,0.955	1.0,0.975,0.988	-0.021
4644	"ENSG00000258315"	"C17orf49"	chr17	+	7016909	7017014	7016949	7017014	7016494	7016685	4644	500,486,488	3,1,6	341,298,307	0,0,0	189	149	1	1.0	0.992,0.997,0.985	1.0,1.0,1.0	-0.009
4648	"ENSG00000272690"	"LINC02018"	chr3	+	75443507	75443646	75443511	75443646	75435333	75435413	4648	8,2,1	0,0,1	1,4,0	0,0,0	153	149	1	1.0	1.0,1.0,0.493	1.0,1.0,NA	-0.169
4649	"ENSG00000272690"	"LINC02018"	chr3	+	75439753	75439846	75439784	75439846	75437249	75437275	4649	1,1,0	0,0,1	0,0,1	0,0,0	180	149	1	1.0	1.0,1.0,0.0	NA,NA,1.0	-0.333
4651	"ENSG00000272690"	"LINC02018"	chr3	+	75446397	75446535	75446467	75446535	75443507	75443646	4651	1,1,0	0,4,2	0,0,0	1,0,1	219	149	1	1.0	1.0,0.145,0.0	0.0,NA,0.0	0.382
4656	"ENSG00000159788"	"RGS12"	chr4	+	3425445	3425560	3425463	3425560	3423514	3423641	4656	0,0,2	31,28,25	0,0,0	16,15,18	167	149	1	1.0	0.0,0.0,0.067	0.0,0.0,0.0	0.022
4657	"ENSG00000138767"	"CNOT6L"	chr4	-	77774529	77774716	77774529	77774712	77776270	77776392	4657	22,16,16	3,3,0	13,13,9	0,0,0	153	149	0.017890976342	0.16280020618158111	0.877,0.839,1.0	1.0,1.0,1.0	-0.095
4658	"ENSG00000145907"	"G3BP1"	chr5	+	151786571	151786715	151786602	151786715	151771951	151772036	4658	298,304,309	65,75,80	347,355,361	105,79,90	180	149	0.612581209982	1.0	0.791,0.77,0.762	0.732,0.788,0.769	0.011
4661	"ENSG00000145907"	"G3BP1"	chr5	+	151794158	151795575	151795478	151795575	151790888	151791062	4661	187,223,167	2,2,0	196,235,227	7,6,11	1469	149	2.53043476021e-05	0.000885318115280073	0.905,0.919,1.0	0.74,0.799,0.677	0.203
4662	"ENSG00000145907"	"G3BP1"	chr5	+	151797196	151797428	151797226	151797428	151795478	151795575	4662	5,0,3	249,257,259	2,5,4	297,266,324	179	149	1	1.0	0.016,0.0,0.01	0.006,0.015,0.01	-0.002
4663	"ENSG00000145907"	"G3BP1"	chr5	+	151797196	151797428	151797288	151797428	151795478	151795575	4663	99,86,90	3,1,0	123,108,110	3,0,2	241	149	0.814253015231	1.0	0.953,0.982,1.0	0.962,1.0,0.971	0.001
4664	"ENSG00000145907"	"G3BP1"	chr5	+	151797226	151797428	151797288	151797428	151795478	151795575	4664	343,343,346	3,1,0	418,369,430	3,0,2	211	149	1	1.0	0.988,0.996,1.0	0.99,1.0,0.993	0.0
4665	"ENSG00000145907"	"G3BP1"	chr5	+	151799888	151800000	151799898	151800000	151799211	151799313	4665	311,287,297	3,1,2	378,372,329	2,2,2	159	149	1	1.0	0.99,0.996,0.993	0.994,0.994,0.994	-0.001
4667	"ENSG00000145907"	"G3BP1"	chr5	+	151803537	151812785	151803884	151812785	151800759	151800869	4667	9,2,2	347,296,359	9,8,9	396,374,340	496	149	1	1.0	0.008,0.002,0.002	0.007,0.006,0.008	-0.003
4668	"ENSG00000145907"	"G3BP1"	chr5	+	151803861	151804141	151803884	151804141	151800759	151800869	4668	1,1,1	347,296,359	2,3,3	396,374,340	172	149	1	1.0	0.002,0.003,0.002	0.004,0.007,0.008	-0.004
4669	"ENSG00000166913"	"YWHAB"	chr20	+	44887544	44887742	44887647	44887742	44886878	44886978	4669	1,0,1	0,0,0	1,0,3	1,1,2	252	149	1	1.0	1.0,NA,1.0	0.372,0.0,0.47	0.719
4670	"ENSG00000132466"	"ANKRD17"	chr4	-	73135116	73135265	73135116	73135262	73139530	73140283	4670	53,77,34	17,10,4	48,46,50	11,12,9	152	149	0.60370963009	1.0	0.753,0.883,0.893	0.811,0.79,0.845	0.028
4671	"ENSG00000132466"	"ANKRD17"	chr4	-	73135116	73135265	73135116	73135262	73141740	73141843	4671	50,35,36	13,4,9	27,45,34	11,6,17	152	149	0.225689829742	0.926621953948467	0.79,0.896,0.797	0.706,0.88,0.662	0.078
4672	"ENSG00000138670"	"RASGEF1B"	chr4	-	81448068	81448284	81448068	81448281	81456650	81456788	4672	1,1,0	6,4,4	1,0,1	1,0,5	152	149	1	1.0	0.14,0.197,0.0	0.495,NA,0.164	-0.217
4673	"ENSG00000160972"	"PPP1R16A"	chr8	+	144497409	144498840	144498769	144498840	144496460	144496725	4673	87,82,98	1,0,0	108,154,157	0,0,0	1509	149	1	1.0	0.896,1.0,1.0	1.0,1.0,1.0	-0.035
4674	"ENSG00000083838"	"ZNF446"	chr19	+	58479642	58480019	58479929	58480019	58478086	58478181	4674	34,29,33	1,5,0	36,32,41	0,0,1	436	149	0.00612685911835	0.07248976954646022	0.921,0.665,1.0	1.0,1.0,0.933	-0.116
4675	"ENSG00000109501"	"WFS1"	chr4	+	6295004	6295189	6295040	6295189	6291916	6291997	4675	1,0,3	33,32,34	2,3,9	24,32,35	185	149	0.002606403858	0.03781900426851074	0.024,0.0,0.066	0.063,0.07,0.172	-0.072
4685	"ENSG00000186468"	"RPS23"	chr5	-	82275208	82276255	82275208	82275295	82276397	82276518	4685	10211,10337,10562	0,1,0	8184,6857,7270	0,0,0	1109	149	1	1.0	1.0,0.999,1.0	1.0,1.0,1.0	-0.0
4686	"ENSG00000101182"	"PSMA7"	chr20	-	62137363	62137465	62137363	62137426	62138170	62138290	4686	6,3,3	644,664,654	9,10,6	644,574,573	188	149	0.906870778583	1.0	0.007,0.004,0.004	0.011,0.014,0.008	-0.006
4687	"ENSG00000128059"	"PPAT"	chr4	-	56406494	56406701	56406494	56406618	56407649	56407716	4687	245,225,300	7,7,6	224,204,170	10,6,7	232	149	0.229290640029	0.9373003353876407	0.957,0.954,0.97	0.935,0.956,0.94	0.017
4688	"ENSG00000160613"	"PCSK7"	chr11	-	117208896	117209053	117208896	117209046	117218465	117218568	4688	34,29,32	0,1,0	38,36,39	4,1,3	156	149	0.00676081420326	0.07850097630751288	1.0,0.965,1.0	0.901,0.972,0.925	0.056
4690	"ENSG00000144659"	"SLC25A38"	chr3	+	39394409	39394576	39394449	39394576	39393680	39393776	4690	34,38,34	0,0,0	38,43,28	1,0,1	189	149	1	1.0	1.0,1.0,1.0	0.968,1.0,0.957	0.025
4691	"ENSG00000026297"	"RNASET2"	chr6	-	166943018	166943809	166943018	166943089	166946681	166946739	4691	42,51,54	170,147,177	23,22,23	103,98,91	869	149	0.14385535256	0.701799628388661	0.041,0.056,0.05	0.037,0.037,0.042	0.01
4692	"ENSG00000137802"	"MAPKBP1"	chr15	+	41812515	41813101	41812918	41813101	41811956	41812127	4692	17,11,19	0,1,0	9,7,9	0,0,2	552	149	0.854740014831	1.0	1.0,0.748,1.0	1.0,1.0,0.548	0.067
4693	"ENSG00000137802"	"MAPKBP1"	chr15	+	41815258	41815799	41815623	41815799	41814549	41814739	4693	14,6,13	0,1,1	10,10,8	0,1,1	514	149	1	1.0	1.0,0.635,0.79	1.0,0.744,0.699	-0.006
4695	"ENSG00000118762"	"PKD2"	chr4	+	88036135	88036353	88036219	88036353	88019457	88019571	4695	3,3,1	12,8,7	3,0,2	8,10,3	233	149	0.7897622949	1.0	0.138,0.193,0.084	0.193,0.0,0.299	-0.026
4699	"ENSG00000145242"	"EPHA5"	chr4	-	65404373	65404479	65404373	65404476	65414283	65414443	4699	0,1,1	0,0,1	1,0,0	0,1,2	152	149	1	1.0	NA,1.0,0.495	1.0,0.0,0.0	0.414
4700	"ENSG00000197020"	"ZNF100"	chr19	-	21744016	21744115	21744016	21744112	21744940	21745067	4700	7,10,5	9,4,1	6,5,6	4,3,12	152	149	0.284035920248	1.0	0.433,0.71,0.831	0.595,0.62,0.329	0.143
4701	"ENSG00000137806"	"NDUFAF1"	chr15	-	41396486	41397140	41396486	41396959	41402259	41402442	4701	59,64,55	0,0,0	62,57,60	0,1,0	330	149	1	1.0	1.0,1.0,1.0	1.0,0.963,1.0	0.012
4703	"ENSG00000057019"	"DCBLD2"	chr3	-	98800578	98800758	98800578	98800716	98801599	98801649	4703	0,2,0	21,17,22	2,1,2	26,10,22	191	149	0.208674352457	0.8845089205904266	0.0,0.084,0.0	0.057,0.072,0.066	-0.037
4704	"ENSG00000231312"	"MAP4K3-DT"	chr2	+	39588448	39588567	39588485	39588567	39518582	39518710	4704	2,1,1	0,0,0	0,0,0	2,0,0	186	149	1	1.0	1.0,1.0,1.0	0.0,NA,NA	1.0
4705	"ENSG00000077232"	"DNAJC10"	chr2	+	182717940	182718290	182718156	182718290	182717015	182717072	4705	216,208,215	0,0,0	212,198,259	1,6,1	365	149	0.229908007231	0.9377663657775417	1.0,1.0,1.0	0.989,0.931,0.991	0.03
4706	"ENSG00000077232"	"DNAJC10"	chr2	+	182732482	182732542	182732498	182732542	182731029	182731107	4706	3,2,5	67,88,101	13,10,8	109,88,110	165	149	0.00303869375155	0.042605753492078645	0.039,0.02,0.043	0.097,0.093,0.062	-0.05
4707	"ENSG00000077232"	"DNAJC10"	chr2	+	182739544	182740388	182740298	182740388	182731029	182731107	4707	62,92,37	0,0,1	33,38,43	4,3,6	903	149	3.73933195519e-08	3.12131165802907e-06	1.0,1.0,0.859	0.577,0.676,0.542	0.355
4708	"ENSG00000077232"	"DNAJC10"	chr2	+	182739544	182740388	182740298	182740388	182732498	182732542	4708	63,90,35	14,12,5	33,39,43	8,11,9	903	149	0.188510985741	0.8319754204164617	0.426,0.553,0.536	0.405,0.369,0.441	0.1
4709	"ENSG00000077232"	"DNAJC10"	chr2	+	182739544	182740388	182740298	182740388	182736248	182736386	4709	72,107,52	37,35,45	43,42,49	58,39,46	903	149	0.00090494284012	0.016777922951063527	0.243,0.335,0.16	0.109,0.151,0.149	0.11
4710	"ENSG00000077232"	"DNAJC10"	chr2	+	182743597	182743712	182743657	182743712	182741242	182741356	4710	93,89,78	2,1,0	72,57,71	4,0,1	209	149	0.772268516705	1.0	0.971,0.984,1.0	0.928,1.0,0.981	0.015
4711	"ENSG00000138738"	"PRDM5"	chr4	-	120816452	120816924	120816452	120816574	120818352	120818527	4711	5,7,13	2,5,4	11,6,12	3,3,4	499	149	0.601749959823	1.0	0.427,0.295,0.492	0.523,0.374,0.473	-0.052
4713	"ENSG00000138698"	"RAP1GDS1"	chr4	+	98293404	98293515	98293407	98293515	98261485	98261569	4713	41,45,45	101,103,98	33,37,34	70,64,69	152	149	0.361476466663	1.0	0.285,0.3,0.31	0.316,0.362,0.326	-0.036
4714	"ENSG00000138698"	"RAP1GDS1"	chr4	+	98421254	98421394	98421257	98421394	98420018	98420144	4714	63,49,46	16,5,9	51,51,47	2,3,0	152	149	5.67997951528e-06	0.00024182113590957139	0.794,0.906,0.834	0.962,0.943,1.0	-0.124
4715	"ENSG00000185674"	"LYG2"	chr2	-	99254217	99254290	99254217	99254285	99255019	99255137	4715	1,0,0	0,0,0	0,0,0	0,0,3	154	149	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
4716	"ENSG00000104517"	"UBR5"	chr8	-	102265099	102265278	102265099	102265275	102266946	102267007	4716	107,126,125	13,19,20	86,99,111	8,14,15	152	149	0.493559956981	1.0	0.89,0.867,0.86	0.913,0.874,0.879	-0.016
4717	"ENSG00000104517"	"UBR5"	chr8	-	102265099	102265278	102265099	102265275	102268977	102269108	4717	6,8,7	0,0,0	4,12,4	0,1,2	152	149	0.704230562128	1.0	1.0,1.0,1.0	1.0,0.922,0.662	0.139
4718	"ENSG00000104517"	"UBR5"	chr8	-	102299451	102299547	102299451	102299496	102299999	102300151	4718	44,60,40	1,0,3	36,39,36	0,1,2	200	149	0.848477843875	1.0	0.97,1.0,0.909	1.0,0.967,0.931	-0.006
4719	"ENSG00000104517"	"UBR5"	chr8	-	102342472	102342684	102342472	102342666	102345395	102345545	4719	18,19,17	9,13,9	7,12,14	8,6,6	167	149	0.920031118759	1.0	0.641,0.566,0.628	0.438,0.641,0.676	0.027
4721	"ENSG00000131591"	"C1orf159"	chr1	-	1090352	1090587	1090352	1090428	1091471	1091565	4721	8,8,2	57,69,59	9,6,4	36,37,45	308	149	0.187314014499	0.8284171329594906	0.064,0.053,0.016	0.108,0.073,0.041	-0.03
4722	"ENSG00000131591"	"C1orf159"	chr1	-	1090352	1091374	1090352	1090428	1091471	1091565	4722	23,29,9	57,69,59	22,27,19	36,37,45	1095	149	0.0144785761855	0.14068504687670533	0.052,0.054,0.02	0.077,0.09,0.054	-0.032
4723	"ENSG00000131591"	"C1orf159"	chr1	-	1090352	1091374	1090352	1090587	1091471	1091565	4723	15,22,7	0,1,0	15,23,15	2,2,0	936	149	0.0344704968863	0.2649903825175245	1.0,0.778,1.0	0.544,0.647,1.0	0.196
4724	"ENSG00000131591"	"C1orf159"	chr1	-	1091471	1091609	1091471	1091565	1091990	1092103	4724	7,7,9	83,77,85	0,2,4	68,74,68	193	149	0.00133350402422	0.022332505783185182	0.061,0.066,0.076	0.0,0.02,0.043	0.047
4725	"ENSG00000291210"	NA	chr15	-	85207467	85207618	85207467	85207605	85208774	85208929	4725	7,2,7	1,1,1	2,1,2	0,0,1	162	149	0.691923781346	1.0	0.866,0.648,0.866	1.0,1.0,0.648	-0.089
4726	"ENSG00000109654"	"TRIM2"	chr4	+	153270334	153270519	153270337	153270519	153204442	153204560	4726	4,12,3	10,3,5	6,6,4	1,1,0	152	149	1	1.0	0.282,0.797,0.37	0.855,0.855,1.0	-0.42
4727	"ENSG00000109654"	"TRIM2"	chr4	+	153270334	153270519	153270337	153270519	153222242	153223039	4727	5,4,8	2,3,0	5,7,3	4,0,0	152	149	0.503825376749	1.0	0.71,0.567,1.0	0.551,1.0,1.0	-0.091
4729	"ENSG00000109654"	"TRIM2"	chr4	+	153270334	153270519	153270337	153270519	153257346	153257607	4729	2,2,1	0,1,0	2,5,0	0,0,0	152	149	1	1.0	1.0,0.662,1.0	1.0,1.0,NA	-0.113
4730	"ENSG00000109654"	"TRIM2"	chr4	+	153275892	153276130	153275942	153276130	153270334	153270519	4730	28,27,20	0,0,0	31,24,15	1,0,0	199	149	1	1.0	1.0,1.0,1.0	0.959,1.0,1.0	0.014
4731	"ENSG00000109654"	"TRIM2"	chr4	+	153294304	153296036	153295312	153296036	153275892	153276130	4731	8,6,9	2,2,2	2,5,4	2,2,0	1157	149	0.540571781872	1.0	0.34,0.279,0.367	0.114,0.244,1.0	-0.124
4733	"ENSG00000158301"	"GPRASP2"	chrX	+	102713090	102713217	102713129	102713217	102712444	102712552	4733	4,2,2	31,24,32	7,9,4	42,39,50	188	149	0.132090275948	0.6598911476553948	0.093,0.062,0.047	0.117,0.155,0.06	-0.043
4737	"ENSG00000122008"	"POLK"	chr5	+	75593877	75594049	75593965	75594049	75590343	75590440	4737	25,29,25	2,0,1	32,24,33	4,2,1	237	149	0.0688614863374	0.42364986016708567	0.887,1.0,0.94	0.834,0.883,0.954	0.052
4742	"ENSG00000061918"	"GUCY1B1"	chr4	+	155802212	155802579	155802341	155802579	155799876	155800074	4742	1,1,1	48,41,33	9,2,4	24,23,13	278	149	7.17455504784e-06	0.0002947963490781079	0.011,0.013,0.016	0.167,0.045,0.142	-0.105
4743	"ENSG00000061918"	"GUCY1B1"	chr4	+	155802212	155802579	155802440	155802579	155799876	155800074	4743	33,23,35	1,0,0	27,23,22	1,0,3	377	149	0.244413581374	0.9673026560326393	0.929,1.0,1.0	0.914,1.0,0.743	0.091
