ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2502	"ENSG00000123154"	"WDR83"	chr19	+	12670518	12670611	12670562	12670611	12670179	12670285	2502	1,5,2	83,76,72	7,4,10	41,38,36	193	149	2.78463992555e-05	0.0008089695420077926	0.009,0.048,0.021	0.116,0.075,0.177	-0.097
2503	"ENSG00000123154"	"WDR83"	chr19	+	12670694	12670821	12670710	12670821	12670562	12670611	2503	110,97,91	2,0,0	59,47,45	0,0,3	165	149	1	1.0	0.98,1.0,1.0	1.0,1.0,0.931	0.016
2514	"ENSG00000103335"	"PIEZO1"	chr16	-	88715932	88716119	88715932	88715977	88716197	88716277	2514	157,189,150	0,0,0	137,103,130	0,0,1	291	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.985	0.005
2515	"ENSG00000103335"	"PIEZO1"	chr16	-	88715932	88716119	88715932	88715977	88716360	88716483	2515	73,109,75	0,0,0	62,49,61	0,1,0	291	149	1	1.0	1.0,1.0,1.0	1.0,0.962,1.0	0.013
2516	"ENSG00000103248"	"MTHFSD"	chr16	-	86554644	86554751	86554644	86554748	86555041	86555169	2516	6,3,1	2,0,0	3,1,2	1,0,0	152	149	1	1.0	0.746,1.0,1.0	0.746,1.0,1.0	0.0
2517	"ENSG00000103248"	"MTHFSD"	chr16	-	86554644	86554751	86554644	86554748	86555168	86555203	2517	18,17,13	16,19,24	6,8,11	7,7,5	152	149	0.235617737811	0.9264575807146828	0.524,0.467,0.347	0.457,0.528,0.683	-0.11
2518	"ENSG00000103248"	"MTHFSD"	chr16	-	86554644	86554751	86554644	86554748	86555172	86555235	2518	5,2,1	1,0,0	3,2,3	0,0,0	152	149	1	1.0	0.831,1.0,1.0	1.0,1.0,1.0	-0.056
2519	"ENSG00000005194"	"CIAPIN1"	chr16	-	57439181	57439334	57439181	57439295	57440771	57440983	2519	274,264,293	27,21,30	172,168,166	20,13,19	188	149	0.726142822983	1.0	0.889,0.909,0.886	0.872,0.911,0.874	0.009
2520	"ENSG00000005194"	"CIAPIN1"	chr16	-	57440771	57441010	57440771	57440959	57447341	57447377	2520	61,45,60	6,2,5	33,38,32	3,1,2	200	149	0.319246629795	1.0	0.883,0.944,0.899	0.891,0.966,0.923	-0.018
2521	"ENSG00000103111"	"MON1B"	chr16	+	77193436	77193777	77193450	77193777	77191475	77191633	2521	2,2,1	118,113,136	6,2,5	108,58,73	163	149	0.00405889291584	0.04781824764675096	0.015,0.016,0.007	0.048,0.031,0.059	-0.033
2529	"ENSG00000118557"	"PMFBP1"	chr16	-	72119850	72120149	72119850	72120089	72122913	72122988	2529	0,0,1	0,4,1	0,0,0	0,1,1	209	149	1	1.0	NA,0.0,0.416	NA,0.0,0.0	0.208
2532	"ENSG00000129636"	"ITFG1"	chr16	-	47158872	47158990	47158872	47158934	47161749	47161832	2532	81,107,87	0,0,0	47,52,44	0,2,1	205	149	0.608439649655	1.0	1.0,1.0,1.0	1.0,0.95,0.97	0.027
2533	"ENSG00000129636"	"ITFG1"	chr16	-	47162539	47162664	47162539	47162601	47218867	47218946	2533	92,98,91	1,0,0	31,42,33	0,0,1	212	149	1	1.0	0.985,1.0,1.0	1.0,1.0,0.959	0.009
2534	"ENSG00000102910"	"LONP2"	chr16	+	48296014	48296165	48296084	48296165	48277337	48277479	2534	110,130,124	1,0,0	85,77,68	0,0,0	219	149	1	1.0	0.987,1.0,1.0	1.0,1.0,1.0	-0.004
2535	"ENSG00000068903"	"SIRT2"	chr19	-	38889688	38889961	38889688	38889745	38890102	38890144	2535	170,135,139	0,0,1	79,59,60	0,0,0	365	149	1	1.0	1.0,1.0,0.983	1.0,1.0,1.0	-0.006
2536	"ENSG00000068903"	"SIRT2"	chr19	-	38893818	38893971	38893818	38893867	38898378	38898425	2536	3,2,8	21,15,27	1,0,0	20,12,12	253	149	0.000127020602763	0.002899358669317942	0.078,0.073,0.149	0.029,0.0,0.0	0.09
2537	"ENSG00000067365"	"METTL22"	chr16	+	8628729	8629110	8628899	8629110	8625495	8625798	2537	89,93,98	0,0,1	56,67,70	1,1,1	319	149	0.446441739835	1.0	1.0,1.0,0.979	0.963,0.969,0.97	0.026
2538	"ENSG00000067365"	"METTL22"	chr16	+	8644528	8644725	8644556	8644725	8642462	8642565	2538	3,2,8	48,45,24	2,1,3	30,14,21	177	149	0.610748461691	1.0	0.05,0.036,0.219	0.053,0.057,0.107	0.029
2539	"ENSG00000170540"	"ARL6IP1"	chr16	-	18797924	18798044	18797924	18797952	18798700	18798834	2539	712,690,734	0,0,0	1207,1242,1204	0,2,0	241	149	1	1.0	1.0,1.0,1.0	1.0,0.997,1.0	0.001
2540	"ENSG00000170540"	"ARL6IP1"	chr16	-	18797924	18798044	18797924	18797952	18798722	18798834	2540	201,231,223	0,0,0	366,392,400	0,0,1	241	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.996	0.001
2541	"ENSG00000090905"	"TNRC6A"	chr16	+	24805604	24805733	24805673	24805733	24805013	24805151	2541	44,39,53	6,3,5	57,52,38	1,4,4	218	149	0.191653152594	0.8119910989903247	0.834,0.899,0.879	0.975,0.899,0.867	-0.043
2546	"ENSG00000102858"	"MGRN1"	chr16	+	4665098	4665151	4665101	4665151	4664708	4664775	2546	6,13,15	95,97,83	9,6,5	54,37,52	152	149	0.866663648265	1.0	0.058,0.116,0.15	0.14,0.137,0.086	-0.013
2547	"ENSG00000102858"	"MGRN1"	chr16	+	4686258	4690972	4688795	4690972	4683842	4683932	2547	121,170,136	59,65,84	161,67,119	38,23,40	2686	149	0.00218814577671	0.030360893775626133	0.102,0.127,0.082	0.19,0.139,0.142	-0.053
2549	"ENSG00000005339"	"CREBBP"	chr16	-	3751725	3751836	3751725	3751806	3757287	3757376	2549	3,1,0	35,30,25	1,1,0	21,12,11	179	149	1	1.0	0.067,0.027,0.0	0.038,0.065,0.0	-0.003
2551	"ENSG00000156858"	"PRR14"	chr16	+	30655350	30655420	30655367	30655420	30654628	30655214	2551	302,241,247	0,4,0	162,98,146	0,0,0	166	149	1	1.0	1.0,0.982,1.0	1.0,1.0,1.0	-0.006
2552	"ENSG00000168096"	"ANKS3"	chr16	-	4702101	4702242	4702101	4702237	4705094	4705253	2552	44,35,32	1,1,0	29,18,23	0,0,2	154	149	1	1.0	0.977,0.971,1.0	1.0,1.0,0.918	0.01
2553	"ENSG00000168096"	"ANKS3"	chr16	-	4726658	4726780	4726658	4726776	4726978	4727177	2553	14,9,10	0,0,0	8,5,7	0,0,3	153	149	0.562209510347	1.0	1.0,1.0,1.0	1.0,1.0,0.694	0.102
2554	"ENSG00000168096"	"ANKS3"	chr16	-	4726658	4726854	4726658	4726776	4726978	4727177	2554	13,13,16	0,0,0	12,0,3	0,0,3	227	149	1	1.0	1.0,1.0,1.0	1.0,NA,0.396	0.302
2555	"ENSG00000168096"	"ANKS3"	chr16	-	4726658	4726854	4726658	4726780	4726978	4727177	2555	13,13,16	14,9,10	12,0,2	8,5,6	223	149	0.0667962276643	0.3979370363146634	0.383,0.491,0.517	0.501,0.0,0.182	0.236
2574	"ENSG00000103994"	"ZNF106"	chr15	-	42439032	42439813	42439032	42439552	42442072	42442414	2574	27,41,43	5,3,4	29,18,30	2,0,5	410	149	0.4953508154	1.0	0.662,0.832,0.796	0.84,1.0,0.686	-0.079
2575	"ENSG00000140319"	"SRP14"	chr15	-	40037308	40037355	40037308	40037348	40038281	40038394	2575	8,27,16	0,0,1	21,19,13	2,1,3	156	149	0.0118585855837	0.11084634020010621	1.0,1.0,0.939	0.909,0.948,0.805	0.092
2576	"ENSG00000140264"	"SERF2"	chr15	+	43793686	43794046	43793709	43794046	43792974	43793083	2576	98,125,153	2864,2851,3097	108,76,79	2854,3295,2774	172	149	0.00166304202921	0.02454006896205117	0.029,0.037,0.041	0.032,0.02,0.024	0.01
2577	"ENSG00000140264"	"SERF2"	chr15	+	43798868	43799107	43798943	43799107	43792974	43793083	2577	9,6,0	0,0,1	7,1,5	0,0,1	224	149	1	1.0	1.0,1.0,0.0	1.0,1.0,0.769	-0.256
2582	"ENSG00000168781"	"PPIP5K1"	chr15	-	43581226	43581429	43581226	43581388	43581852	43581954	2582	3,6,6	9,2,8	6,1,5	4,4,0	190	149	0.38544843006	1.0	0.207,0.702,0.37	0.541,0.164,1.0	-0.142
2583	"ENSG00000168781"	"PPIP5K1"	chr15	-	43584357	43584589	43584357	43584532	43584798	43584892	2583	2,2,1	14,16,25	3,2,1	7,5,5	206	149	0.102696452365	0.5407692697654428	0.094,0.083,0.028	0.237,0.224,0.126	-0.127
2584	"ENSG00000168781"	"PPIP5K1"	chr15	-	43584357	43584621	43584357	43584532	43584798	43584892	2584	4,10,3	14,16,25	4,4,1	7,5,5	238	149	0.56231187607	1.0	0.152,0.281,0.07	0.263,0.334,0.111	-0.068
2585	"ENSG00000168781"	"PPIP5K1"	chr15	-	43584357	43584621	43584357	43584589	43584798	43584892	2585	2,9,2	0,1,0	2,2,0	1,0,0	181	149	1	1.0	1.0,0.881,1.0	0.622,1.0,NA	0.149
2586	"ENSG00000168781"	"PPIP5K1"	chr15	-	43584357	43584621	43584357	43584532	43590171	43590201	2586	6,1,4	2,1,0	3,3,2	0,0,0	238	149	0.45827410967	1.0	0.653,0.385,1.0	1.0,1.0,1.0	-0.321
2587	"ENSG00000067369"	"TP53BP1"	chr15	-	43413118	43413334	43413118	43413328	43415593	43415809	2587	61,65,61	0,0,0	42,61,56	0,1,0	155	149	1	1.0	1.0,1.0,1.0	1.0,0.983,1.0	0.006
2590	"ENSG00000247556"	"OIP5-AS1"	chr15	+	41285224	41285363	41285290	41285363	41283971	41284110	2590	223,224,215	1,0,0	119,120,159	0,0,0	215	149	1	1.0	0.994,1.0,1.0	1.0,1.0,1.0	-0.002
2591	"ENSG00000247556"	"OIP5-AS1"	chr15	+	41287080	41289155	41287961	41289155	41286010	41286100	2591	25,18,24	2,0,1	25,40,54	0,3,3	1030	149	0.105557582566	0.5513778789065884	0.644,1.0,0.776	1.0,0.659,0.723	0.013
2592	"ENSG00000247556"	"OIP5-AS1"	chr15	+	41287080	41289155	41288493	41289155	41286010	41286100	2592	71,53,74	0,0,1	75,80,111	0,0,0	1562	149	1	1.0	1.0,1.0,0.876	1.0,1.0,1.0	-0.041
2593	"ENSG00000247556"	"OIP5-AS1"	chr15	+	41287961	41289155	41288493	41289155	41286010	41286100	2593	48,35,51	0,0,1	50,43,60	0,0,0	681	149	1	1.0	1.0,1.0,0.918	1.0,1.0,1.0	-0.027
2595	"ENSG00000247556"	"OIP5-AS1"	chr15	+	41296803	41297929	41297672	41297929	41286010	41286100	2595	17,15,14	2,0,0	22,8,6	0,0,3	1018	149	0.219398444375	0.8853861452954815	0.554,1.0,1.0	1.0,1.0,0.226	0.109
2596	"ENSG00000247556"	"OIP5-AS1"	chr15	+	41296803	41297929	41297746	41297929	41286010	41286100	2596	18,15,16	3,5,6	26,10,7	2,1,3	1092	149	0.308625135296	1.0	0.45,0.29,0.267	0.639,0.577,0.241	-0.15
2597	"ENSG00000247556"	"OIP5-AS1"	chr15	+	41296803	41297929	41297833	41297929	41286010	41286100	2597	22,19,19	0,1,0	27,11,7	0,0,0	1179	149	1	1.0	1.0,0.706,1.0	1.0,1.0,1.0	-0.098
2599	"ENSG00000247556"	"OIP5-AS1"	chr15	+	41297672	41297929	41297746	41297929	41286010	41286100	2599	3,0,2	3,5,6	4,2,4	2,1,3	223	149	0.0110808428349	0.10570214443067855	0.401,0.0,0.182	0.572,0.572,0.471	-0.344
2600	"ENSG00000247556"	"OIP5-AS1"	chr15	+	41297672	41297929	41297833	41297929	41286010	41286100	2600	7,4,5	0,1,0	5,3,4	0,0,0	310	149	1	1.0	1.0,0.658,1.0	1.0,1.0,1.0	-0.114
2602	"ENSG00000247556"	"OIP5-AS1"	chr15	+	41297746	41297929	41297833	41297929	41286010	41286100	2602	7,9,9	0,1,0	3,2,3	0,0,0	236	149	1	1.0	1.0,0.85,1.0	1.0,1.0,1.0	-0.05
2606	"ENSG00000247556"	"OIP5-AS1"	chr15	+	41297672	41297929	41297836	41297929	41292042	41292164	2606	5,4,5	2,0,0	5,3,1	0,0,0	313	149	0.844896581086	1.0	0.543,1.0,1.0	1.0,1.0,1.0	-0.152
2613	"ENSG00000140521"	"POLG"	chr15	-	89317375	89317536	89317375	89317476	89317938	89318749	2613	87,87,98	0,0,0	87,83,73	0,0,1	209	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.981	0.006
2614	"ENSG00000140521"	"POLG"	chr15	-	89317375	89317536	89317375	89317476	89318540	89318749	2614	229,261,248	0,0,2	201,187,167	1,0,0	209	149	1	1.0	1.0,1.0,0.989	0.993,1.0,1.0	-0.001
2616	"ENSG00000140521"	"POLG"	chr15	-	89319227	89319408	89319227	89319350	89320765	89321012	2616	4,2,6	225,247,256	24,12,11	156,144,133	207	149	1.3944578825e-10	1.1784897773921487e-08	0.013,0.006,0.017	0.1,0.057,0.056	-0.059
2617	"ENSG00000140521"	"POLG"	chr15	-	89319227	89319350	89319227	89319262	89320765	89321260	2617	367,393,433	0,3,0	318,230,239	1,3,6	237	149	0.464794158824	1.0	1.0,0.988,1.0	0.995,0.98,0.962	0.017
2618	"ENSG00000140521"	"POLG"	chr15	-	89319227	89319408	89319227	89319350	89321735	89321853	2618	4,1,3	0,0,0	22,10,10	2,2,1	207	149	0.0397749254919	0.2782068317921816	1.0,1.0,1.0	0.888,0.783,0.878	0.15
2619	"ENSG00000140521"	"POLG"	chr15	-	89320765	89321260	89320765	89321012	89321735	89321853	2619	195,209,177	1,0,0	134,120,179	4,4,7	397	149	8.24037067337e-06	0.00027182590485768266	0.987,1.0,1.0	0.926,0.918,0.906	0.079
2620	"ENSG00000140521"	"POLG"	chr15	-	89320765	89321012	89320765	89320869	89322741	89322902	2620	172,200,175	0,2,2	120,116,132	0,0,1	292	149	1	1.0	1.0,0.981,0.978	1.0,1.0,0.985	-0.009
2621	"ENSG00000140521"	"POLG"	chr15	-	89319227	89319408	89319227	89319350	89323403	89323511	2621	4,2,3	1,0,0	21,10,10	2,5,5	207	149	0.000188381747752	0.004004972458444806	0.742,1.0,1.0	0.883,0.59,0.59	0.226
2622	"ENSG00000140521"	"POLG"	chr15	-	89319227	89319350	89319227	89319262	89323403	89323552	2622	143,146,177	0,0,0	164,91,111	1,0,3	237	149	1	1.0	1.0,1.0,1.0	0.99,1.0,0.959	0.017
2623	"ENSG00000140521"	"POLG"	chr15	-	89320765	89321260	89320765	89321012	89323814	89323901	2623	4,4,5	0,0,0	21,16,26	1,0,2	397	149	0.616974152228	1.0	1.0,1.0,1.0	0.887,1.0,0.83	0.094
2624	"ENSG00000140521"	"POLG"	chr15	-	89323403	89323552	89323403	89323511	89323814	89323901	2624	8,0,3	267,275,285	7,3,9	151,139,168	190	149	0.00443310053467	0.05122360007631121	0.023,0.0,0.008	0.035,0.017,0.04	-0.02
2625	"ENSG00000140521"	"POLG"	chr15	-	89324106	89324227	89324106	89324187	89325489	89325686	2625	56,49,62	0,0,0	26,25,38	3,0,1	189	149	0.897917030079	1.0	1.0,1.0,1.0	0.872,1.0,0.968	0.053
2626	"ENSG00000140521"	"POLG"	chr15	-	89326911	89327079	89326911	89327063	89327166	89327349	2626	2,3,4	188,221,200	6,0,4	116,100,110	165	149	0.175085545114	0.7702668358407931	0.01,0.012,0.018	0.045,0.0,0.032	-0.012
2627	"ENSG00000140521"	"POLG"	chr15	-	89327166	89328535	89327166	89327349	89328684	89328831	2627	228,176,173	1,1,3	222,205,236	7,4,10	1335	149	0.000806310612625	0.01347276523644322	0.962,0.952,0.866	0.78,0.851,0.725	0.141
2628	"ENSG00000140395"	"SKIC8"	chr15	-	78285260	78285724	78285260	78285339	78286040	78286133	2628	46,46,65	182,168,199	32,43,26	117,121,161	534	149	0.448331771752	1.0	0.066,0.071,0.084	0.071,0.09,0.043	0.006
2629	"ENSG00000140395"	"SKIC8"	chr15	-	78292615	78292885	78292615	78292788	78293166	78293272	2629	21,25,27	355,345,378	31,11,32	256,227,228	246	149	0.0293273762816	0.2221494443375123	0.035,0.042,0.041	0.068,0.029,0.078	-0.019
2630	"ENSG00000140395"	"SKIC8"	chr15	-	78292615	78292885	78292615	78292788	78294945	78294973	2630	16,18,21	2,0,0	25,13,22	0,0,1	246	149	1	1.0	0.829,1.0,1.0	1.0,1.0,0.93	-0.034
2632	"ENSG00000134138"	"MEIS2"	chr15	-	36895150	36895261	36895150	36895240	36896627	36896686	2632	20,15,8	16,17,12	14,8,21	25,15,20	170	149	0.386713002605	1.0	0.523,0.436,0.369	0.329,0.319,0.479	0.067
2633	"ENSG00000134138"	"MEIS2"	chr15	-	37096288	37096430	37096288	37096407	37097966	37098199	2633	18,17,23	1,1,0	5,7,2	0,1,0	172	149	1	1.0	0.94,0.936,1.0	1.0,0.858,1.0	0.006
2634	"ENSG00000103852"	"TTC23"	chr15	-	99139316	99139467	99139316	99139399	99156147	99156297	2634	5,4,1	27,15,15	5,5,5	7,14,8	217	149	0.0195573071588	0.16206890032892124	0.113,0.155,0.044	0.329,0.197,0.3	-0.171
2635	"ENSG00000103852"	"TTC23"	chr15	-	99139316	99139576	99139316	99139399	99156147	99156297	2635	5,10,8	27,15,15	6,7,5	7,14,8	326	149	0.399666353899	1.0	0.078,0.234,0.196	0.281,0.186,0.222	-0.06
2636	"ENSG00000103852"	"TTC23"	chr15	-	99139316	99139576	99139316	99139467	99156147	99156297	2636	2,7,7	2,1,0	2,3,2	1,1,2	258	149	0.0792862253684	0.44968438192859594	0.366,0.802,1.0	0.536,0.634,0.366	0.211
2639	"ENSG00000290823"	NA	chr15	+	101972582	101972694	101972595	101972694	101961617	101961641	2639	3,2,2	5,1,3	0,1,1	2,2,1	162	149	0.0046378489888	0.05340187007664706	0.356,0.648,0.38	0.0,0.315,0.479	0.197
2640	"ENSG00000290823"	NA	chr15	+	101972595	101972694	101972599	101972694	101972407	101972465	2640	2,3,0	5,7,8	1,3,0	2,3,4	153	149	0.942468229083	1.0	0.28,0.294,0.0	0.327,0.493,0.0	-0.082
2641	"ENSG00000101266"	"CSNK2A1"	chr20	-	487426	488778	487426	487575	489779	489881	2641	472,526,492	0,0,0	460,363,411	7,1,1	1352	149	0.00317267917213	0.040054095326174544	1.0,1.0,1.0	0.879,0.976,0.978	0.056
2642	"ENSG00000101266"	"CSNK2A1"	chr20	-	487426	488778	487426	487575	492253	492364	2642	9,19,16	0,0,0	57,42,38	4,0,2	1352	149	0.00036932233531	0.007072453559700486	1.0,1.0,1.0	0.611,1.0,0.677	0.237
2643	"ENSG00000101266"	"CSNK2A1"	chr20	-	499524	499630	499524	499573	499832	499934	2643	0,7,2	0,0,0	6,3,5	2,0,0	206	149	1	1.0	NA,1.0,1.0	0.685,1.0,1.0	0.105
2646	"ENSG00000101266"	"CSNK2A1"	chr20	-	508450	508660	508450	508621	543671	543727	2646	615,660,616	0,0,0	410,433,405	0,1,0	188	149	1	1.0	1.0,1.0,1.0	1.0,0.997,1.0	0.001
2648	"ENSG00000103978"	"TMEM87A"	chr15	-	42218322	42218378	42218322	42218375	42219580	42219642	2648	65,67,84	6,3,6	48,57,33	3,3,3	152	149	0.72423968953	1.0	0.914,0.956,0.932	0.94,0.949,0.915	-0.001
2649	"ENSG00000103978"	"TMEM87A"	chr15	-	42219580	42219642	42219580	42219639	42220061	42220135	2649	67,65,76	1,2,0	38,39,39	0,1,0	152	149	1	1.0	0.985,0.97,1.0	1.0,0.975,1.0	-0.007
2652	"ENSG00000169375"	"SIN3A"	chr15	-	75375664	75376015	75375664	75375872	75380628	75380723	2652	2,6,3	150,131,148	3,2,8	97,102,96	292	149	0.233808443415	0.9228962592370983	0.007,0.023,0.01	0.016,0.01,0.041	-0.009
2653	"ENSG00000169375"	"SIN3A"	chr15	-	75381612	75381720	75381612	75381705	75384263	75384437	2653	2,3,4	154,146,142	1,0,4	79,70,80	164	149	0.730071577757	1.0	0.012,0.018,0.025	0.011,0.0,0.043	0.0
2654	"ENSG00000140400"	"MAN2C1"	chr15	-	75356300	75356449	75356300	75356380	75356605	75356685	2654	165,162,133	17,16,26	155,105,128	8,6,6	218	149	0.000376393388708	0.007154272849308565	0.869,0.874,0.778	0.93,0.923,0.936	-0.089
2655	"ENSG00000140400"	"MAN2C1"	chr15	-	75356300	75356449	75356300	75356380	75356792	75356902	2655	60,46,43	1,0,0	67,37,55	0,0,0	218	149	1	1.0	0.976,1.0,1.0	1.0,1.0,1.0	-0.008
2656	"ENSG00000140400"	"MAN2C1"	chr15	-	75359058	75359191	75359058	75359153	75359619	75359775	2656	72,69,70	9,4,2	58,44,59	1,3,1	187	149	0.0346391448908	0.25247319718697137	0.864,0.932,0.965	0.979,0.921,0.979	-0.039
2657	"ENSG00000140400"	"MAN2C1"	chr15	-	75359058	75359425	75359058	75359153	75359619	75359775	2657	208,210,200	9,4,2	193,120,183	1,3,1	421	149	0.0252148582865	0.19788729151016807	0.891,0.949,0.973	0.986,0.934,0.985	-0.031
2658	"ENSG00000140400"	"MAN2C1"	chr15	-	75359058	75359425	75359058	75359191	75359619	75359775	2658	141,141,134	5,0,4	137,76,124	2,0,0	383	149	0.0150328684168	0.13301406515624498	0.916,1.0,0.929	0.964,1.0,1.0	-0.04
2659	"ENSG00000140400"	"MAN2C1"	chr15	-	75359327	75359438	75359327	75359425	75359619	75359775	2659	6,11,10	47,40,29	4,7,7	40,34,46	162	149	0.176604209919	0.7740911490062983	0.105,0.202,0.241	0.084,0.159,0.123	0.061
2660	"ENSG00000140400"	"MAN2C1"	chr15	-	75361854	75362025	75361854	75361947	75362342	75362453	2660	7,2,4	139,142,142	4,4,3	94,65,81	227	149	0.496341456541	1.0	0.032,0.009,0.018	0.027,0.039,0.024	-0.01
2661	"ENSG00000140400"	"MAN2C1"	chr15	-	75363998	75364188	75363998	75364134	75364487	75364665	2661	201,221,238	0,1,0	164,129,137	0,0,0	203	149	1	1.0	1.0,0.994,1.0	1.0,1.0,1.0	-0.002
2662	"ENSG00000140400"	"MAN2C1"	chr15	-	75367510	75367645	75367510	75367634	75368072	75368198	2662	1,3,2	109,136,119	0,4,2	99,77,74	160	149	0.845683532969	1.0	0.008,0.02,0.015	0.0,0.046,0.025	-0.009
2663	"ENSG00000140400"	"MAN2C1"	chr15	-	75367510	75367977	75367510	75367634	75368072	75368198	2663	16,12,5	109,136,119	13,1,15	99,77,74	492	149	0.468547989143	1.0	0.043,0.026,0.013	0.038,0.004,0.058	-0.006
2664	"ENSG00000140400"	"MAN2C1"	chr15	-	75367510	75367977	75367510	75367645	75368072	75368198	2664	16,12,5	1,3,2	13,1,15	0,4,2	481	149	0.865426223516	1.0	0.832,0.553,0.436	1.0,0.072,0.699	0.017
2665	"ENSG00000140400"	"MAN2C1"	chr15	-	75368072	75368198	75368072	75368159	75368482	75368612	2665	149,165,138	6,6,4	120,113,113	2,2,1	188	149	0.0177169973948	0.1507271342422835	0.952,0.956,0.965	0.979,0.978,0.989	-0.024
2666	"ENSG00000140365"	"COMMD4"	chr15	+	75338061	75338420	75338354	75338420	75336062	75336092	2666	319,297,335	0,0,0	274,272,252	0,1,0	442	149	1	1.0	1.0,1.0,1.0	1.0,0.989,1.0	0.004
2667	"ENSG00000140365"	"COMMD4"	chr15	+	75338575	75338685	75338645	75338685	75338354	75338420	2667	20,18,21	597,532,603	24,19,8	498,522,515	219	149	0.933141521981	1.0	0.022,0.023,0.023	0.032,0.024,0.01	0.001
2668	"ENSG00000140365"	"COMMD4"	chr15	+	75338984	75339104	75339036	75339104	75338645	75338685	2668	659,626,686	0,1,2	544,604,537	2,0,2	201	149	1	1.0	1.0,0.998,0.996	0.995,1.0,0.995	0.001
2669	"ENSG00000128881"	"TTBK2"	chr15	-	42872610	42872696	42872610	42872677	42878548	42878684	2669	4,1,3	0,0,0	0,0,2	1,0,0	168	149	1	1.0	1.0,1.0,1.0	0.0,NA,1.0	0.5
2670	"ENSG00000128881"	"TTBK2"	chr15	-	42872610	42872758	42872610	42872677	42878548	42878684	2670	14,12,13	0,0,0	6,6,4	1,0,0	230	149	1	1.0	1.0,1.0,1.0	0.795,1.0,1.0	0.068
2672	"ENSG00000140326"	"CDAN1"	chr15	-	42735874	42736081	42735874	42736078	42736301	42736780	2672	10,0,9	3,11,15	8,3,2	3,3,3	152	149	0.192154678897	0.8136537252176902	0.766,0.0,0.37	0.723,0.495,0.395	-0.159
2673	"ENSG00000137814"	"HAUS2"	chr15	+	42561269	42561402	42561274	42561402	42560781	42560870	2673	25,20,25	0,1,1	25,21,16	0,1,2	154	149	1	1.0	1.0,0.951,0.96	1.0,0.953,0.886	0.024
2674	"ENSG00000137878"	"GCOM1"	chr15	+	57708713	57709358	57709184	57709358	57706491	57706955	2674	279,243,274	3,0,3	251,230,201	0,2,2	620	149	0.491981464195	1.0	0.957,1.0,0.956	1.0,0.965,0.96	-0.004
2675	"ENSG00000175826"	"CTDNEP1"	chr17	-	7247063	7247182	7247063	7247177	7247276	7247343	2675	412,351,332	5,3,3	257,183,232	3,0,2	154	149	1	1.0	0.988,0.991,0.991	0.988,1.0,0.991	-0.003
2676	"ENSG00000275835"	"TUBGCP5"	chr15	-	23019218	23019380	23019218	23019334	23021958	23022161	2676	0,0,1	21,39,36	4,0,5	12,14,7	195	149	5.83590599719e-05	0.0015032235447673787	0.0,0.0,0.021	0.203,0.0,0.353	-0.178
2679	"ENSG00000275835"	"TUBGCP5"	chr15	-	23027191	23027309	23027191	23027306	23030884	23031020	2679	6,4,8	36,46,33	6,4,4	29,19,28	152	149	0.954188128502	1.0	0.14,0.079,0.192	0.169,0.171,0.123	-0.017
2682	"ENSG00000248508"	"SRP14-DT"	chr15	+	40064295	40064601	40064460	40064601	40045960	40046069	2682	21,18,29	10,5,4	5,8,9	2,2,4	314	149	0.689410004001	1.0	0.499,0.631,0.775	0.543,0.655,0.516	0.064
2687	"ENSG00000245750"	"DRAIC"	chr15	+	69569971	69571436	69570739	69571436	69565193	69565527	2687	1,1,0	2,3,1	0,0,1	0,0,0	917	149	1	1.0	0.075,0.051,0.0	NA,NA,1.0	-0.958
2692	"ENSG00000248441"	"LETR1"	chr15	-	95288301	95289554	95288301	95288468	95326829	95326904	2692	10,6,7	3,0,0	1,3,5	0,0,0	1235	149	0.130178575693	0.6354205799697461	0.287,1.0,1.0	1.0,1.0,1.0	-0.238
2697	"ENSG00000177082"	"WDR73"	chr15	-	84647889	84648625	84647889	84647954	84652713	84652802	2697	90,98,119	0,0,0	139,102,120	0,1,0	820	149	1	1.0	1.0,1.0,1.0	1.0,0.949,1.0	0.017
2698	"ENSG00000214432"	"VPS33B-DT"	chr15	+	91029880	91030241	91030130	91030241	91023312	91023594	2698	12,11,15	0,2,1	5,7,2	2,0,2	399	149	0.0645229501554	0.3883529654438613	1.0,0.673,0.849	0.483,1.0,0.272	0.256
2699	"ENSG00000184056"	"VPS33B"	chr15	-	91016962	91017064	91016962	91017024	91017804	91017885	2699	2,1,1	25,37,48	1,0,1	17,16,15	189	149	1	1.0	0.059,0.021,0.016	0.044,0.0,0.05	0.001
2700	"ENSG00000284946"	NA	chr15	-	90980883	90981669	90980883	90981033	90981747	90981981	2700	494,538,555	5,4,7	318,234,279	15,9,1	785	149	0.00251474100411	0.03370346200265906	0.949,0.962,0.938	0.801,0.832,0.981	0.078
