ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
793	"ENSG00000115257"	"PCSK4"	chr19	-	1486852	1487313	1486852	1486973	1487140	1487313	793	10,11,8	0,0,1	6,0,3	0,0,0	316	149	1	1.0	1.0,1.0,0.79	1.0,NA,1.0	-0.07
794	"ENSG00000115257"	"PCSK4"	chr19	-	1486852	1487313	1486852	1487065	1487140	1487313	794	4,5,3	11,10,8	1,0,0	4,2,8	224	149	0.000100708855859	0.00042615139923372837	0.195,0.25,0.2	0.143,0.0,0.0	0.167
795	"ENSG00000173482"	"PTPRM"	chr18	+	8376461	8378414	8376461	8376597	8378264	8378414	795	32,36,22	18,18,17	14,9,35	7,8,6	1816	149	0.358026102355	0.6074597288118841	0.127,0.141,0.096	0.141,0.085,0.324	-0.062
796	"ENSG00000099956"	"SMARCB1"	chr22	+	23791755	23793688	23791755	23791867	23793558	23793688	796	66,59,65	506,458,498	39,60,50	275,244,244	1840	149	0.00673812373243	0.01926967685525295	0.01,0.01,0.01	0.011,0.02,0.016	-0.006
797	"ENSG00000099956"	"SMARCB1"	chr22	+	23791755	23793688	23791755	23791894	23793558	23793688	797	19,17,21	256,244,272	21,27,31	195,146,183	1813	149	0.302620876607	0.5333060985360591	0.006,0.006,0.006	0.009,0.015,0.014	-0.007
798	"ENSG00000099956"	"SMARCB1"	chr22	+	23800943	23803422	23800943	23801081	23803294	23803422	798	94,88,78	718,644,641	146,92,162	405,328,385	2362	149	3.49720252757e-14	3.9067085421447626e-13	0.008,0.009,0.008	0.022,0.017,0.026	-0.013
799	"ENSG00000099956"	"SMARCB1"	chr22	+	23800943	23803422	23800943	23801135	23803294	23803422	799	83,82,72	18,10,6	140,89,150	14,13,8	2308	149	0.234795511769	0.4339749834548926	0.229,0.346,0.437	0.392,0.307,0.548	-0.078
800	"ENSG00000099956"	"SMARCB1"	chr22	+	23800943	23803422	23800943	23801964	23803294	23803422	800	51,50,41	1,2,0	95,63,100	2,1,0	1479	149	0.617258970127	0.9177963611316489	0.837,0.716,1.0	0.827,0.864,1.0	-0.046
803	"ENSG00000130813"	"SHFL"	chr19	+	10091249	10091630	10091249	10091353	10091475	10091630	803	0,0,2	1,4,1	0,0,2	0,0,1	271	149	1	1.0	0.0,0.0,0.524	NA,NA,0.524	-0.349
804	"ENSG00000130813"	"SHFL"	chr19	+	10091249	10091630	10091249	10091353	10091583	10091630	804	1,1,3	0,0,0	0,0,2	0,1,0	379	149	1	1.0	1.0,1.0,1.0	NA,0.0,1.0	0.5
805	"ENSG00000104884"	"ERCC2"	chr19	-	45368929	45369147	45368929	45368992	45369069	45369147	805	10,9,4	113,94,111	8,7,4	54,39,69	226	149	0.209532637573	0.39388721889995726	0.055,0.059,0.023	0.089,0.106,0.037	-0.032
806	"ENSG00000154059"	"IMPACT"	chr18	+	24450778	24453531	24450778	24450814	24453149	24453531	806	1378,1216,1266	3,2,0	632,630,760	0,0,0	2484	149	0.517841710359	0.8101150824768762	0.965,0.973,1.0	1.0,1.0,1.0	-0.021
808	"ENSG00000141425"	"RPRD1A"	chr18	-	35989823	35993300	35989823	35990595	35993101	35993300	808	3186,3026,3085	21,17,30	2895,2974,2968	27,10,16	2655	149	0.312822111007	0.5477539643527836	0.895,0.909,0.852	0.857,0.943,0.912	-0.019
809	"ENSG00000141425"	"RPRD1A"	chr18	-	36025598	36027075	36025598	36025678	36026899	36027075	809	704,845,726	3,10,10	659,518,596	6,4,9	1370	149	0.82134347968	1.0	0.962,0.902,0.888	0.923,0.934,0.878	0.006
810	"ENSG00000154889"	"MPPE1"	chr18	-	11886498	11886778	11886498	11886621	11886712	11886778	810	7,13,18	20,20,24	12,7,9	9,3,9	240	149	0.0383841405971	0.09157625013537525	0.179,0.288,0.318	0.453,0.592,0.383	-0.214
812	"ENSG00000158270"	"COLEC12"	chr18	-	333006	335230	333006	333143	334741	335230	812	27,22,20	25,26,19	5,2,7	12,19,12	1747	149	0.000260250906717	0.0010108851631763956	0.084,0.067,0.082	0.034,0.009,0.047	0.048
816	"ENSG00000163597"	"SNHG16"	chr17	+	76557969	76558600	76557969	76558279	76558373	76558600	816	19,11,6	10,9,6	18,31,14	2,0,2	243	149	1.99959445446e-07	1.2192407474593428e-06	0.538,0.428,0.38	0.847,1.0,0.811	-0.437
817	"ENSG00000163597"	"SNHG16"	chr17	+	76557777	76559043	76557777	76557857	76558373	76559043	817	45,80,54	38,30,30	86,89,76	32,16,18	665	149	0.00288148041191	0.008966224762555179	0.21,0.374,0.287	0.376,0.555,0.486	-0.182
818	"ENSG00000163597"	"SNHG16"	chr17	+	76558373	76559043	76558373	76558600	76558944	76559043	818	23,36,15	15,25,31	54,37,44	13,6,18	493	149	9.57474325284e-05	0.0004074922431064585	0.317,0.303,0.128	0.557,0.651,0.425	-0.295
819	"ENSG00000131899"	"LLGL1"	chr17	+	18235469	18236760	18235469	18235537	18236606	18236760	819	16,11,24	83,72,73	19,22,11	50,44,42	1218	149	0.0305754082478	0.07536507052435328	0.023,0.018,0.039	0.044,0.058,0.031	-0.018
820	"ENSG00000131899"	"LLGL1"	chr17	+	18236834	18237773	18236834	18236939	18237480	18237773	820	22,39,24	79,85,90	39,21,48	55,39,41	690	149	2.02544350297e-05	9.64273038422339e-05	0.057,0.09,0.054	0.133,0.104,0.202	-0.079
821	"ENSG00000131899"	"LLGL1"	chr17	+	18240577	18241999	18240577	18240873	18241884	18241999	821	155,158,154	0,3,3	107,118,128	1,1,2	1160	149	0.524827543494	0.8170623194517596	1.0,0.871,0.868	0.932,0.938,0.892	-0.008
825	"ENSG00000091536"	"MYO15A"	chr17	+	18159274	18160017	18159274	18159347	18159934	18160017	825	3,3,2	0,0,0	1,0,0	0,2,0	736	149	1	1.0	1.0,1.0,1.0	1.0,0.0,NA	0.5
828	"ENSG00000007202"	"BLTP2"	chr17	-	28639574	28640025	28639574	28639642	28639900	28640025	828	5,7,10	40,40,54	6,18,11	21,26,34	407	149	0.00233312098913	0.0074066059259397755	0.044,0.06,0.063	0.095,0.202,0.106	-0.079
829	"ENSG00000007202"	"BLTP2"	chr17	-	28643163	28643659	28643163	28643311	28643609	28643659	829	0,2,4	41,41,31	5,9,17	27,21,28	447	149	1.5262964892e-07	9.431107344144602e-07	0.0,0.016,0.041	0.058,0.125,0.168	-0.098
830	"ENSG00000220205"	"VAMP2"	chr17	-	8160405	8161524	8160405	8160871	8161472	8161524	830	110,171,146	143,95,102	257,228,265	43,22,43	750	149	0	0.0	0.133,0.263,0.221	0.543,0.673,0.55	-0.383
831	"ENSG00000006282"	"SPATA20"	chr17	+	50548282	50548618	50548282	50548453	50548553	50548618	831	2,1,2	35,29,35	5,2,0	29,25,26	249	149	0.36239709119	0.6136069987037285	0.033,0.02,0.033	0.094,0.046,0.0	-0.018
832	"ENSG00000006282"	"SPATA20"	chr17	+	50548809	50549186	50548809	50548964	50549042	50549186	832	1,0,2	43,34,22	2,3,0	32,22,25	227	149	0.404332065111	0.6684364518341235	0.015,0.0,0.056	0.039,0.082,0.0	-0.017
833	"ENSG00000006282"	"SPATA20"	chr17	+	50549984	50550312	50549984	50550115	50550207	50550312	833	7,12,6	19,25,14	6,7,2	22,9,15	241	149	0.429502719178	0.7011824183971594	0.186,0.229,0.209	0.144,0.325,0.076	0.026
834	"ENSG00000006282"	"SPATA20"	chr17	+	50549984	50550312	50549984	50550115	50550229	50550312	834	11,16,10	0,1,0	13,9,6	0,0,0	263	149	1	1.0	1.0,0.901,1.0	1.0,1.0,1.0	-0.033
835	"ENSG00000006282"	"SPATA20"	chr17	+	50550707	50551190	50550707	50550917	50550997	50551190	835	2,2,8	30,17,17	4,6,2	13,10,13	229	149	0.294686796643	0.5210649680105153	0.042,0.071,0.234	0.167,0.281,0.091	-0.064
836	"ENSG00000082641"	"NFE2L1"	chr17	+	48050606	48051628	48050606	48050819	48051116	48051628	836	571,512,481	1,1,2	492,361,367	1,2,1	446	149	1	1.0	0.995,0.994,0.988	0.994,0.984,0.992	0.002
837	"ENSG00000108439"	"PNPO"	chr17	+	47944615	47945612	47944615	47944715	47945558	47945612	837	7,10,10	75,35,27	17,13,27	39,20,28	992	149	1.24107289252e-05	6.0890911882841726e-05	0.014,0.041,0.053	0.061,0.089,0.127	-0.056
840	"ENSG00000006025"	"OSBPL7"	chr17	-	47816106	47816482	47816106	47816202	47816387	47816482	840	3,0,3	0,0,3	1,0,0	1,1,0	334	149	1	1.0	1.0,NA,0.308	0.308,0.0,NA	0.5
841	"ENSG00000125691"	"RPL23"	chr17	-	38850080	38852732	38850080	38850214	38852603	38852732	841	73,77,55	1,0,1	780,825,854	2,2,3	2538	149	0.168522522703	0.3278029778907264	0.811,1.0,0.764	0.958,0.96,0.944	-0.096
848	"ENSG00000108671"	"PSMD11"	chr17	+	32479250	32480197	32479250	32479376	32480145	32480197	848	25,32,39	1,1,2	157,112,130	19,22,12	918	149	0.00369617155203	0.011236118048657685	0.802,0.839,0.76	0.573,0.452,0.637	0.246
850	"ENSG00000171962"	"DRC3"	chr17	+	17992764	17994418	17992764	17992911	17994298	17994418	850	3,2,8	0,0,4	9,13,13	0,0,1	1536	149	0.0353993551332	0.0854770563451762	1.0,1.0,0.162	1.0,1.0,0.558	-0.132
851	"ENSG00000072310"	"SREBF1"	chr17	-	17817547	17817916	17817547	17817591	17817695	17817916	851	17,12,11	9,13,9	12,7,9	2,3,5	253	149	0.0836214701708	0.18043015100125456	0.527,0.352,0.419	0.779,0.579,0.515	-0.192
859	"ENSG00000030582"	"GRN"	chr17	+	44345301	44345605	44345301	44345334	44345530	44345605	859	30,22,16	0,0,0	29,25,18	1,0,0	345	149	1	1.0	1.0,1.0,1.0	0.926,1.0,1.0	0.025
861	"ENSG00000030582"	"GRN"	chr17	+	44349157	44349551	44349157	44349302	44349425	44349551	861	16,12,17	460,410,491	19,25,15	369,318,330	272	149	0.00975399956525	0.02690990360398563	0.019,0.016,0.019	0.027,0.041,0.024	-0.013
866	"ENSG00000005884"	"ITGA3"	chr17	+	50075458	50075735	50075458	50075526	50075598	50075735	866	1,2,0	5,8,8	0,0,0	0,0,2	221	149	1	1.0	0.119,0.144,0.0	NA,NA,0.0	0.088
868	"ENSG00000291063"	NA	chr17	+	31021909	31024426	31021909	31022042	31024376	31024426	868	28,32,26	0,9,2	16,7,7	4,5,7	2483	149	0.0111371878902	0.030323375878037167	1.0,0.176,0.438	0.194,0.078,0.057	0.428
869	"ENSG00000172171"	"TEFM"	chr17	-	30898985	30900562	30898985	30899606	30900412	30900562	869	16,23,14	15,20,23	28,29,36	19,19,10	955	149	0.00975957771553	0.02690990360398563	0.143,0.152,0.087	0.187,0.192,0.36	-0.119
873	"ENSG00000141698"	"NT5C3B"	chr17	-	41835587	41835957	41835587	41835682	41835858	41835957	873	18,34,19	11,10,15	37,32,36	6,9,10	325	149	0.0270441627269	0.06739591548276395	0.429,0.609,0.367	0.739,0.62,0.623	-0.192
874	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036448	82036190	82036308	82036383	82036448	874	116,116,98	667,693,688	132,118,120	601,666,614	224	149	0.0836419835966	0.18043015100125456	0.104,0.1,0.087	0.127,0.105,0.115	-0.019
875	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036448	82036190	82036322	82036383	82036448	875	104,108,94	0,2,3	133,117,118	0,2,0	210	149	0.502415910729	0.791010465847108	1.0,0.975,0.957	1.0,0.976,1.0	-0.015
876	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036643	82036190	82036308	82036543	82036643	876	191,183,169	4,5,7	232,192,232	9,13,11	384	149	0.0582828576616	0.13225587614420847	0.949,0.934,0.904	0.909,0.851,0.891	0.045
877	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036643	82036190	82036322	82036543	82036643	877	177,174,164	0,0,2	227,184,224	0,0,0	370	149	1	1.0	1.0,1.0,0.971	1.0,1.0,1.0	-0.01
878	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036643	82036190	82036448	82036543	82036643	878	154,156,147	568,631,589	188,163,205	510,545,534	244	149	0.00411112006765	0.012355112160979896	0.142,0.131,0.132	0.184,0.154,0.19	-0.041
879	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036763	82036190	82036308	82036720	82036763	879	291,276,263	0,1,1	303,289,339	2,1,1	561	149	1	1.0	1.0,0.987,0.986	0.976,0.987,0.989	0.007
880	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036763	82036190	82036448	82036720	82036763	880	254,250,243	2,1,1	261,259,312	1,8,8	421	149	0.0011793104709	0.004014766490145504	0.978,0.989,0.989	0.989,0.92,0.932	0.038
881	"ENSG00000169738"	"DCXR"	chr17	-	82036190	82036763	82036190	82036643	82036720	82036763	881	153,149,156	539,529,550	124,149,160	454,494,454	226	149	0.45084016597	0.7279693386228909	0.158,0.157,0.158	0.153,0.166,0.189	-0.012
882	"ENSG00000169738"	"DCXR"	chr17	-	82036720	82037013	82036720	82036763	82036858	82037013	882	22,13,23	677,707,708	34,33,37	585,664,582	244	149	7.04286737621e-05	0.0003062693327793559	0.019,0.011,0.019	0.034,0.029,0.037	-0.017
883	"ENSG00000169738"	"DCXR"	chr17	-	82036858	82037547	82036858	82037013	82037449	82037547	883	702,705,722	604,596,611	547,672,570	571,606,558	585	149	0.155587357877	0.3065253603425208	0.228,0.232,0.231	0.196,0.22,0.206	0.023
885	"ENSG00000073969"	"NSF"	chr17	+	46755313	46755597	46755313	46755369	46755498	46755597	885	0,2,2	0,0,0	1,1,6	2,0,1	278	149	1	1.0	NA,1.0,1.0	0.211,1.0,0.763	0.342
887	"ENSG00000175832"	"ETV4"	chr17	-	43545273	43545668	43545273	43545367	43545557	43545668	887	0,0,3	0,1,0	2,0,2	3,2,3	339	149	1	1.0	NA,0.0,1.0	0.227,0.0,0.227	0.349
889	"ENSG00000188825"	"LINC00910"	chr17	-	43375927	43377813	43375927	43376182	43377670	43377813	889	31,13,20	1,0,0	13,10,8	0,0,0	1637	149	1	1.0	0.738,1.0,1.0	1.0,1.0,1.0	-0.087
890	"ENSG00000173821"	"RNF213"	chr17	+	80381546	80383070	80381546	80381727	80382978	80383070	890	60,62,70	39,36,26	20,13,21	18,13,9	1400	149	0.12472480755	0.2536403136736987	0.141,0.155,0.223	0.106,0.096,0.199	0.039
891	"ENSG00000173821"	"RNF213"	chr17	+	80388611	80389367	80388611	80388689	80389172	80389367	891	29,21,23	69,73,52	17,4,11	24,17,32	632	149	0.781171158803	1.0	0.09,0.064,0.094	0.143,0.053,0.075	-0.008
896	"ENSG00000161509"	"GRIN2C"	chr17	-	74846759	74847537	74846759	74846920	74847307	74847537	896	0,2,1	0,2,2	4,4,1	3,0,0	536	149	1	1.0	NA,0.218,0.122	0.27,1.0,1.0	-0.587
898	"ENSG00000172794"	"RAB37"	chr17	+	74745007	74747334	74745007	74745084	74745305	74747334	898	0,0,2	2,1,2	0,0,2	0,0,0	370	149	1	1.0	0.0,0.0,0.287	NA,NA,1.0	-0.904
900	"ENSG00000108312"	"UBTF"	chr17	-	44208618	44209001	44208618	44208669	44208860	44209001	900	11,19,12	1,0,0	70,37,58	0,0,0	340	149	1	1.0	0.828,1.0,1.0	1.0,1.0,1.0	-0.057
901	"ENSG00000267080"	"ASB16-AS1"	chr17	-	44181622	44183093	44181622	44181720	44182929	44183093	901	22,36,29	11,7,12	47,21,35	2,3,3	1358	149	0.00121424043967	0.004110935995654874	0.18,0.361,0.21	0.721,0.434,0.561	-0.322
902	"ENSG00000267080"	"ASB16-AS1"	chr17	-	44181622	44183093	44181622	44181741	44182929	44183093	902	22,36,29	3,1,2	46,21,35	0,0,0	1337	149	2.4338370181e-05	0.00011454080651147482	0.45,0.8,0.618	1.0,1.0,1.0	-0.377
903	"ENSG00000196535"	"MYO18A"	chr17	-	29096760	29097350	29096760	29096915	29097222	29097350	903	8,3,5	30,16,19	3,2,1	7,5,16	456	149	0.351669859774	0.6000051158053253	0.08,0.058,0.079	0.123,0.116,0.02	-0.014
904	"ENSG00000196535"	"MYO18A"	chr17	-	29121546	29121957	29121546	29121723	29121850	29121957	904	0,0,1	9,17,8	0,0,0	4,3,3	276	149	1	1.0	0.0,0.0,0.063	0.0,0.0,0.0	0.021
905	"ENSG00000006042"	"TMEM98"	chr17	+	32931326	32931659	32931326	32931402	32931474	32931659	905	18,17,15	117,110,160	20,18,22	86,87,86	221	149	0.00937056231012	0.0259730600968191	0.094,0.094,0.059	0.136,0.122,0.147	-0.053
906	"ENSG00000174231"	"PRPF8"	chr17	-	1684471	1684837	1684471	1684582	1684779	1684837	906	15,17,24	266,245,255	29,20,25	153,107,145	346	149	7.66155664977e-06	3.874858513828882e-05	0.024,0.029,0.039	0.075,0.074,0.069	-0.042
907	"ENSG00000236088"	"COX10-DT"	chr17	-	14033551	14034416	14033551	14033661	14033939	14034416	907	29,30,34	0,0,1	35,22,23	0,0,0	427	149	1	1.0	1.0,1.0,0.922	1.0,1.0,1.0	-0.026
908	"ENSG00000236088"	"COX10-DT"	chr17	-	14033551	14034416	14033551	14033661	14034007	14034416	908	37,43,38	1,7,3	40,26,26	0,5,2	495	149	0.624418110804	0.9244817248986373	0.918,0.649,0.792	1.0,0.61,0.796	-0.016
911	"ENSG00000118046"	"STK11"	chr19	+	1220372	1220717	1220372	1220505	1220580	1220717	911	45,40,40	255,300,298	66,59,55	117,92,89	224	149	0	0.0	0.105,0.081,0.082	0.273,0.299,0.291	-0.198
912	"ENSG00000118046"	"STK11"	chr19	+	1221212	1222006	1221212	1221340	1221948	1222006	912	27,39,29	254,259,283	65,61,93	153,103,134	757	149	0	0.0	0.02,0.029,0.02	0.077,0.104,0.12	-0.077
913	"ENSG00000175106"	"TVP23C"	chr17	-	15536979	15540561	15536979	15538153	15540432	15540561	913	25,24,16	0,0,1	16,10,13	0,0,0	2428	149	1	1.0	1.0,1.0,0.495	1.0,1.0,1.0	-0.168
914	"ENSG00000108559"	"NUP88"	chr17	-	5387385	5387670	5387385	5387466	5387604	5387670	914	9,12,5	113,106,119	12,11,16	75,84,86	287	149	0.00766706116751	0.021674417940617856	0.04,0.056,0.021	0.077,0.064,0.088	-0.037
915	"ENSG00000072849"	"DERL2"	chr17	-	5481100	5481389	5481100	5481142	5481295	5481389	915	16,15,26	4,4,1	41,57,62	3,1,0	302	149	0.00132780444252	0.004456594547076218	0.664,0.649,0.928	0.871,0.966,1.0	-0.199
916	"ENSG00000129197"	"RPAIN"	chr17	+	5425970	5426299	5425970	5426082	5426235	5426299	916	55,70,39	154,144,181	67,40,64	68,59,74	302	149	4.64730999239e-08	3.050287731894023e-07	0.15,0.193,0.096	0.327,0.251,0.299	-0.146
917	"ENSG00000129197"	"RPAIN"	chr17	+	5425970	5428211	5425970	5426082	5428070	5428211	917	209,264,214	2,4,9	256,134,234	3,5,5	2137	149	0.938485837203	1.0	0.879,0.821,0.624	0.856,0.651,0.765	0.017
918	"ENSG00000129197"	"RPAIN"	chr17	+	5425970	5428211	5425970	5426299	5428070	5428211	918	169,213,189	173,195,204	213,111,188	98,76,105	1920	149	2.08268150304e-06	1.135784358821814e-05	0.07,0.078,0.067	0.144,0.102,0.122	-0.051
920	"ENSG00000205560"	"CPT1B"	chr22	-	50571157	50571539	50571157	50571292	50571374	50571539	920	7,5,10	50,35,69	5,6,13	38,35,44	231	149	0.291385824861	0.5163409961059813	0.083,0.084,0.085	0.078,0.1,0.16	-0.029
930	"ENSG00000178971"	"CTC1"	chr17	-	8228502	8229446	8228502	8228629	8228724	8229446	930	6,8,5	4,2,3	15,3,7	0,2,3	244	149	0.179082397683	0.34489943257466665	0.478,0.71,0.504	1.0,0.478,0.588	-0.125
931	"ENSG00000178971"	"CTC1"	chr17	-	8228502	8229446	8228502	8228629	8228726	8229446	931	7,8,5	27,27,29	15,3,7	18,11,15	246	149	0.0342938048819	0.08310648350769596	0.136,0.152,0.095	0.335,0.142,0.22	-0.105
932	"ENSG00000178971"	"CTC1"	chr17	-	8228502	8229206	8228502	8228629	8229141	8229206	932	38,30,32	0,0,0	33,15,35	0,0,2	661	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.798	0.067
933	"ENSG00000178971"	"CTC1"	chr17	-	8228502	8229446	8228502	8228629	8229301	8229446	933	49,39,41	2,3,2	43,23,48	3,1,4	821	149	0.622182020884	0.9230845975904072	0.816,0.702,0.788	0.722,0.807,0.685	0.031
934	"ENSG00000178971"	"CTC1"	chr17	-	8228502	8229446	8228502	8229206	8229301	8229446	934	20,22,18	24,25,19	22,12,28	11,15,10	244	149	0.070723518505	0.15682356175403	0.337,0.35,0.366	0.55,0.328,0.631	-0.152
935	"ENSG00000178971"	"CTC1"	chr17	-	8228724	8229446	8228724	8228892	8229301	8229446	935	39,28,31	1,0,5	30,19,39	1,0,1	558	149	1	1.0	0.912,1.0,0.623	0.889,1.0,0.912	-0.089
937	"ENSG00000178971"	"CTC1"	chr17	-	8229890	8230348	8229890	8229922	8230293	8230348	937	34,33,28	3,1,2	37,15,33	2,0,1	520	149	0.0985254836747	0.2078227937477676	0.765,0.904,0.8	0.841,1.0,0.904	-0.092
938	"ENSG00000178971"	"CTC1"	chr17	-	8229890	8230348	8229890	8229968	8230293	8230348	938	18,22,17	25,17,21	27,11,25	13,8,12	474	149	0.0139945045422	0.03723798974400173	0.185,0.289,0.203	0.395,0.302,0.396	-0.139
940	"ENSG00000178971"	"CTC1"	chr17	-	8232360	8233032	8232360	8232475	8232905	8233032	940	13,21,19	14,6,17	21,8,19	4,4,8	579	149	0.127724745967	0.2590987703902	0.193,0.474,0.223	0.575,0.34,0.379	-0.135
946	"ENSG00000173757"	"STAT5B"	chr17	-	42210170	42210497	42210170	42210301	42210402	42210497	946	3,2,0	75,94,90	1,5,2	40,26,37	250	149	0.0504504510539	0.11681597070617673	0.023,0.013,0.0	0.015,0.103,0.031	-0.038
947	"ENSG00000173757"	"STAT5B"	chr17	-	42217376	42218330	42217376	42217464	42218150	42218330	947	14,34,19	57,51,60	29,18,26	29,23,29	835	149	0.000481385835599	0.0017684343333646845	0.042,0.106,0.053	0.151,0.123,0.138	-0.07
948	"ENSG00000173757"	"STAT5B"	chr17	-	42217376	42218878	42217376	42218330	42218722	42218878	948	5,7,10	60,46,77	6,5,5	27,19,34	541	149	0.275183879735	0.49164233437291077	0.022,0.04,0.035	0.058,0.068,0.039	-0.023
949	"ENSG00000173757"	"STAT5B"	chr17	-	42223381	42224868	42223381	42223556	42224778	42224868	949	27,20,22	76,81,86	18,26,22	53,30,35	1371	149	0.00283773495434	0.008856227769588571	0.037,0.026,0.027	0.036,0.086,0.064	-0.032
953	"ENSG00000108604"	"SMARCD2"	chr17	-	63832089	63833170	63832089	63832991	63833068	63833170	953	8,12,10	261,234,260	28,29,39	121,127,123	226	149	0	0.0	0.02,0.033,0.025	0.132,0.131,0.173	-0.119
954	"ENSG00000108604"	"SMARCD2"	chr17	-	63833068	63833722	63833068	63833170	63833586	63833722	954	10,12,10	1,0,0	24,30,35	1,1,5	565	149	0.0011657344896	0.0039806313666129025	0.725,1.0,1.0	0.864,0.888,0.649	0.108
955	"ENSG00000108604"	"SMARCD2"	chr17	-	63833586	63834006	63833586	63833722	63833908	63834006	955	7,4,8	356,261,328	9,4,8	162,164,210	335	149	0.155990412807	0.3072374521650808	0.009,0.007,0.011	0.024,0.011,0.017	-0.008
956	"ENSG00000108604"	"SMARCD2"	chr17	-	63834166	63834575	63834166	63834328	63834473	63834575	956	7,5,9	331,280,280	20,23,24	153,142,140	294	149	1.72084568817e-14	1.9761624512359687e-13	0.011,0.009,0.016	0.062,0.076,0.08	-0.061
957	"ENSG00000108604"	"SMARCD2"	chr17	-	63834473	63835020	63834473	63834575	63834704	63835020	957	15,7,17	285,256,248	23,13,22	138,126,113	278	149	7.79489479963e-07	4.486165487175987e-06	0.027,0.014,0.035	0.082,0.052,0.094	-0.051
958	"ENSG00000108604"	"SMARCD2"	chr17	-	63834704	63835567	63834704	63834800	63835411	63835567	958	20,25,25	211,213,215	25,24,27	115,97,108	760	149	0.00011508313103	0.0004825518679872345	0.018,0.022,0.022	0.041,0.046,0.047	-0.024
959	"ENSG00000108604"	"SMARCD2"	chr17	-	63836921	63837625	63836921	63837044	63837440	63837625	959	10,14,10	0,1,0	11,13,9	0,0,0	545	149	1	1.0	1.0,0.793,1.0	1.0,1.0,1.0	-0.069
961	"ENSG00000108592"	"FTSJ3"	chr17	-	63820838	63821115	63820838	63820938	63821029	63821115	961	5,6,14	238,229,286	44,43,37	177,172,156	240	149	0	0.0	0.013,0.016,0.029	0.134,0.134,0.128	-0.113
963	"ENSG00000108592"	"FTSJ3"	chr17	-	63826257	63826672	63826257	63826304	63826566	63826672	963	9,9,5	140,114,108	20,23,10	98,70,78	411	149	2.49297554522e-06	1.3475938086313675e-05	0.023,0.028,0.017	0.069,0.106,0.044	-0.05
964	"ENSG00000108433"	"GOSR2"	chr17	+	46923171	46923632	46923171	46923221	46923508	46923632	964	6,3,1	0,0,1	3,2,0	0,0,0	436	149	1	1.0	1.0,1.0,0.255	1.0,1.0,NA	-0.248
965	"ENSG00000007171"	"NOS2"	chr17	-	27770912	27772452	27770912	27771017	27772307	27772452	965	0,0,0	3,5,2	0,0,2	1,1,1	1439	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.172	-0.057
966	"ENSG00000168961"	"LGALS9"	chr17	+	27647029	27647432	27647029	27647118	27647269	27647432	966	1,0,7	2,0,0	4,2,2	0,0,0	300	149	1	1.0	0.199,NA,1.0	1.0,1.0,1.0	-0.4
967	"ENSG00000167524"	"RSKR"	chr17	-	28611392	28611656	28611392	28611481	28611566	28611656	967	15,16,13	0,3,2	14,3,4	2,0,1	234	149	0.394954303907	0.6570256020409226	1.0,0.773,0.805	0.817,1.0,0.718	0.014
968	"ENSG00000167840"	"ZNF232"	chr17	-	5108925	5109768	5108925	5109052	5109393	5109768	968	31,44,24	29,28,28	57,38,46	15,13,10	490	149	5.1198618134e-06	2.6418630069982946e-05	0.245,0.323,0.207	0.536,0.471,0.583	-0.272
969	"ENSG00000167840"	"ZNF232"	chr17	-	5108925	5109868	5108925	5109052	5109477	5109868	969	51,71,38	2,1,3	83,58,59	0,1,4	574	149	0.486313474044	0.7720788416127491	0.869,0.949,0.767	1.0,0.938,0.793	-0.049
970	"ENSG00000167840"	"ZNF232"	chr17	-	5108925	5109868	5108925	5109052	5109710	5109868	970	130,144,96	3,4,6	130,107,134	5,5,4	807	149	0.93391057039	1.0	0.889,0.869,0.747	0.828,0.798,0.861	0.006
971	"ENSG00000141349"	"G6PC3"	chr17	+	44074968	44075451	44074968	44075087	44075309	44075451	971	5,4,10	222,216,191	10,6,3	185,171,134	371	149	0.527803904333	0.8201397368676077	0.009,0.007,0.021	0.021,0.014,0.009	-0.002
972	"ENSG00000173818"	"ENDOV"	chr17	+	80415452	80415821	80415452	80415518	80415649	80415821	972	8,16,22	11,9,8	14,7,5	4,3,5	280	149	0.571985299098	0.8681478825364094	0.279,0.486,0.594	0.651,0.554,0.347	-0.064
973	"ENSG00000173818"	"ENDOV"	chr17	+	80429772	80430343	80429772	80429831	80430040	80430343	973	47,62,62	33,25,24	40,27,46	11,5,6	358	149	0.00236822968429	0.007505153643260669	0.372,0.508,0.518	0.602,0.692,0.761	-0.219
